cohort	repeat	seed	method	adjustment	n_donors	n_cases	roc_auc	pr_auc	brier	ece_10bin
GSE174188_CD4	20	20260820	covariates_all	covariates_only	261	162	0.9514278588352664	0.9665287392101504	0.0865022648566254	0.0713431240170886
GSE135779	1	20260801	geneformer	unadjusted	44	33	0.8732782369146006	0.959085584575876	0.2065865149471171	0.2741161839729781
GSE135779	1	20260801	geneformer	residual_batch	44	33	0.8677685950413223	0.958998921270985	0.2028490066399101	0.249714745208416
GSE135779	1	20260801	hvg_pseudobulk	unadjusted	44	33	0.953168044077135	0.9842805596660642	0.1751097225889994	0.2775425257456411
GSE135779	1	20260801	hvg_pseudobulk	residual_batch	44	33	0.950413223140496	0.984541368260206	0.1775516327641205	0.2661926838389138
GSE135779	1	20260801	pca_pseudobulk	unadjusted	44	33	0.975206611570248	0.9911660191918982	0.14692431365136	0.2529163892152944
GSE135779	1	20260801	pca_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9870679186081665	0.1747638489041317	0.2678643309534074
GSE135779	1	20260801	covariates_batch	covariates_only	44	33	0.5055096418732782	0.7871667619894738	0.2456339333695175	0.2540526936332725
GSE135779	1	20260801	covariates_collection_year	covariates_only	44	33	0.7011019283746557	0.8723033209418304	0.2564337660158202	0.3350321736155214
GSE135779	1	20260801	covariates_qc	covariates_only	44	33	0.768595041322314	0.909607305776889	0.1951620768150567	0.2164651835925329
GSE135779	1	20260801	covariates_demographic	covariates_only	44	33	0.7823691460055097	0.9130913297361654	0.1828853014781397	0.2253260883783082
GSE135779	1	20260801	covariates_all	covariates_only	44	33	0.953168044077135	0.984955075808658	0.0958109588426728	0.1658605514952818
GSE135779	2	20260802	geneformer	unadjusted	44	33	0.8925619834710744	0.9652122768733892	0.1971955173845059	0.2812893363462477
GSE135779	2	20260802	geneformer	residual_batch	44	33	0.8787878787878788	0.961562809086032	0.1951909956510998	0.2668143792942366
GSE135779	2	20260802	hvg_pseudobulk	unadjusted	44	33	0.9393939393939394	0.9827731905163194	0.1570859431092152	0.2454275003014797
GSE135779	2	20260802	hvg_pseudobulk	residual_batch	44	33	0.955922865013774	0.9864140462014362	0.166242217500859	0.2522993633758383
GSE135779	2	20260802	pca_pseudobulk	unadjusted	44	33	0.9586776859504132	0.9875994796449342	0.1513620475915096	0.2362048690023329
GSE135779	2	20260802	pca_pseudobulk	residual_batch	44	33	0.931129476584022	0.9779263507712646	0.1810959606315826	0.257118168469259
GSE135779	2	20260802	covariates_batch	covariates_only	44	33	0.4738292011019284	0.7723418268451362	0.2654659551299438	0.2769022583112232
GSE135779	2	20260802	covariates_collection_year	covariates_only	44	33	0.6900826446280992	0.8709111304056348	0.2464149344631163	0.2509057396760073
GSE135779	2	20260802	covariates_qc	covariates_only	44	33	0.5895316804407713	0.8296456461663012	0.2974184782617276	0.314909727762884
GSE135779	2	20260802	covariates_demographic	covariates_only	44	33	0.6515151515151515	0.8319638226488312	0.2184441973360066	0.2329639735879871
GSE135779	2	20260802	covariates_all	covariates_only	44	33	0.9862258953168044	0.9956922162804516	0.0438301525710011	0.0807821689867119
GSE135779	3	20260803	geneformer	unadjusted	44	33	0.8512396694214877	0.953940277373114	0.216230372214061	0.2692738125528625
GSE135779	3	20260803	geneformer	residual_batch	44	33	0.8705234159779615	0.9577605079532108	0.2049510542897637	0.2773760926231887
GSE135779	3	20260803	hvg_pseudobulk	unadjusted	44	33	0.9696969696969696	0.9909040454495	0.1492636139205052	0.2384426538920206
GSE135779	3	20260803	hvg_pseudobulk	residual_batch	44	33	0.9366391184573004	0.978138584778578	0.1829092346329023	0.2602863339104371
GSE135779	3	20260803	pca_pseudobulk	unadjusted	44	33	0.955922865013774	0.9874656933480463	0.1623828862928353	0.2601913973046819
GSE135779	3	20260803	pca_pseudobulk	residual_batch	44	33	0.9366391184573004	0.9785767268833868	0.1819919317819279	0.2601989034486203
GSE135779	3	20260803	covariates_batch	covariates_only	44	33	0.5426997245179064	0.8182134937092884	0.2499948976131568	0.2499993532921696
GSE135779	3	20260803	covariates_collection_year	covariates_only	44	33	0.709366391184573	0.8881597409824462	0.219786657208872	0.2700019650180557
GSE135779	3	20260803	covariates_qc	covariates_only	44	33	0.7079889807162535	0.8663043066975098	0.2295237942340217	0.2710169584734176
GSE135779	3	20260803	covariates_demographic	covariates_only	44	33	0.7079889807162535	0.892431272897098	0.2043663841104446	0.2535388933724452
GSE135779	3	20260803	covariates_all	covariates_only	44	33	0.9449035812672176	0.9823949278145018	0.1151473578062414	0.1508219617269468
GSE135779	4	20260804	geneformer	unadjusted	44	33	0.8760330578512396	0.9608061132236712	0.1952079566548443	0.2584050699342769
GSE135779	4	20260804	geneformer	residual_batch	44	33	0.8787878787878788	0.9639067646921584	0.2065341346714462	0.2666838092513642
GSE135779	4	20260804	hvg_pseudobulk	unadjusted	44	33	0.9724517906336088	0.991970991970992	0.1633137163726943	0.255978217768751
GSE135779	4	20260804	hvg_pseudobulk	residual_batch	44	33	0.9228650137741048	0.9758112858905296	0.197339502078862	0.3178857164323624
GSE135779	4	20260804	pca_pseudobulk	unadjusted	44	33	0.9944903581267218	0.9982683982683984	0.1512394830482655	0.2424555678282299
GSE135779	4	20260804	pca_pseudobulk	residual_batch	44	33	0.977961432506887	0.9926617016663593	0.1723985925710424	0.3207659595319763
GSE135779	4	20260804	covariates_batch	covariates_only	44	33	0.5179063360881543	0.791086076920365	0.2595043376502331	0.2720038779654105
GSE135779	4	20260804	covariates_collection_year	covariates_only	44	33	0.7396694214876033	0.905880695614004	0.2089695014247616	0.2294842434584454
GSE135779	4	20260804	covariates_qc	covariates_only	44	33	0.7575757575757576	0.9077134128845172	0.2082241108322734	0.2094866765229577
GSE135779	4	20260804	covariates_demographic	covariates_only	44	33	0.7107438016528925	0.8329501067834969	0.1992091574560924	0.2188075100414545
GSE135779	4	20260804	covariates_all	covariates_only	44	33	0.955922865013774	0.9857103362161012	0.0859138695200433	0.0939142732698312
GSE135779	5	20260805	geneformer	unadjusted	44	33	0.8567493112947658	0.9562908041254564	0.2190949036893762	0.2936243345856389
GSE135779	5	20260805	geneformer	residual_batch	44	33	0.8512396694214877	0.954085229188887	0.2079373704516013	0.2510258564987022
GSE135779	5	20260805	hvg_pseudobulk	unadjusted	44	33	0.9338842975206612	0.9785655327233512	0.1852375633934722	0.2718105364891625
GSE135779	5	20260805	hvg_pseudobulk	residual_batch	44	33	0.9090909090909092	0.97025588144672	0.1967659004993749	0.2901724632644576
GSE135779	5	20260805	pca_pseudobulk	unadjusted	44	33	0.9614325068870524	0.986757177764987	0.1838184443519093	0.3075071777984443
GSE135779	5	20260805	pca_pseudobulk	residual_batch	44	33	0.9173553719008264	0.9728619497113904	0.194541693239987	0.2894432033343402
GSE135779	5	20260805	covariates_batch	covariates_only	44	33	0.4807162534435262	0.7576069833835738	0.2510876928266822	0.2726171283472635
GSE135779	5	20260805	covariates_collection_year	covariates_only	44	33	0.721763085399449	0.8972280277212953	0.2146866173101047	0.2034201895637628
GSE135779	5	20260805	covariates_qc	covariates_only	44	33	0.7465564738292011	0.9015545398216916	0.2244777449162458	0.2713841325226153
GSE135779	5	20260805	covariates_demographic	covariates_only	44	33	0.6804407713498623	0.8690214675940933	0.258033051263086	0.2661761721868422
GSE135779	5	20260805	covariates_all	covariates_only	44	33	0.9696969696969696	0.9904060625686149	0.0721683366303494	0.1149817245857325
GSE135779	6	20260806	geneformer	unadjusted	44	33	0.8347107438016529	0.9497235464306742	0.2337752050187911	0.2924818627139999
GSE135779	6	20260806	geneformer	residual_batch	44	33	0.8842975206611571	0.9609553031741924	0.1980961390007911	0.2927710637397182
GSE135779	6	20260806	hvg_pseudobulk	unadjusted	44	33	0.9476584022038568	0.98387151262442	0.1588098089597798	0.2436886718443109
GSE135779	6	20260806	hvg_pseudobulk	residual_batch	44	33	0.955922865013774	0.9849937363351232	0.1855984421729063	0.2854877616576317
GSE135779	6	20260806	pca_pseudobulk	unadjusted	44	33	0.9393939393939394	0.982094235383709	0.1678824135526109	0.2620864217113843
GSE135779	6	20260806	pca_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9856685001677818	0.1854580099808407	0.2851261873808089
GSE135779	6	20260806	covariates_batch	covariates_only	44	33	0.5137741046831956	0.8061792125802553	0.2347009661187089	0.235406751861471
GSE135779	6	20260806	covariates_collection_year	covariates_only	44	33	0.7644628099173554	0.910025590919976	0.2067033090542503	0.1989686860060022
GSE135779	6	20260806	covariates_qc	covariates_only	44	33	0.7520661157024794	0.9163071386425552	0.1995556098150083	0.2075741945029698
GSE135779	6	20260806	covariates_demographic	covariates_only	44	33	0.7878787878787878	0.9014671403969848	0.1629294827052866	0.188373340746432
GSE135779	6	20260806	covariates_all	covariates_only	44	33	0.9972451790633609	0.999108734402852	0.034932871963436	0.1058604689731903
GSE135779	7	20260807	geneformer	unadjusted	44	33	0.8815426997245179	0.9627285056991264	0.1745821799396765	0.2198631892375129
GSE135779	7	20260807	geneformer	residual_batch	44	33	0.8760330578512396	0.9606341435134786	0.2073020580904584	0.2866394781888046
GSE135779	7	20260807	hvg_pseudobulk	unadjusted	44	33	0.9228650137741048	0.976637988345441	0.1601549703383523	0.2576915702496707
GSE135779	7	20260807	hvg_pseudobulk	residual_batch	44	33	0.9641873278236914	0.9899922095044048	0.169696397299661	0.298215328752763
GSE135779	7	20260807	pca_pseudobulk	unadjusted	44	33	0.9035812672176308	0.9721397492194742	0.1697940319371594	0.266402696207862
GSE135779	7	20260807	pca_pseudobulk	residual_batch	44	33	0.9669421487603306	0.9907202102324054	0.1686365793858942	0.2768032657279539
GSE135779	7	20260807	covariates_batch	covariates_only	44	33	0.5385674931129476	0.8169956360042826	0.249996652392339	0.2499980983167898
GSE135779	7	20260807	covariates_collection_year	covariates_only	44	33	0.7424242424242424	0.902898933741035	0.2177047784242173	0.2451526779712844
GSE135779	7	20260807	covariates_qc	covariates_only	44	33	0.7548209366391184	0.8957700007137822	0.2538829761519829	0.2783918510475622
GSE135779	7	20260807	covariates_demographic	covariates_only	44	33	0.6818181818181818	0.87649535053229	0.2110201232202061	0.1765527051442742
GSE135779	7	20260807	covariates_all	covariates_only	44	33	0.9669421487603306	0.9896848698882192	0.07539832228921	0.1007335567003628
GSE135779	8	20260808	geneformer	unadjusted	44	33	0.8732782369146006	0.9617565244963774	0.2145840656993496	0.2665030610266768
GSE135779	8	20260808	geneformer	residual_batch	44	33	0.8760330578512396	0.9648293186017464	0.225398578655592	0.2706052845259796
GSE135779	8	20260808	hvg_pseudobulk	unadjusted	44	33	0.90633608815427	0.9553350524655432	0.1874431439711623	0.2589547679696991
GSE135779	8	20260808	hvg_pseudobulk	residual_batch	44	33	0.955922865013774	0.9849670364210932	0.1739332961524274	0.2745290339658243
GSE135779	8	20260808	pca_pseudobulk	unadjusted	44	33	0.9449035812672176	0.9820519147129608	0.1668048723090804	0.2564122932156163
GSE135779	8	20260808	pca_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9859423063618804	0.1734252949212712	0.2750205538375104
GSE135779	8	20260808	covariates_batch	covariates_only	44	33	0.4724517906336088	0.7522875185822259	0.2740182918489762	0.2929910283123961
GSE135779	8	20260808	covariates_collection_year	covariates_only	44	33	0.6666666666666666	0.8380581572956834	0.2512946929039952	0.2906988541756912
GSE135779	8	20260808	covariates_qc	covariates_only	44	33	0.6446280991735537	0.8263371635130587	0.2646930670872667	0.2627821590828975
GSE135779	8	20260808	covariates_demographic	covariates_only	44	33	0.6873278236914601	0.8541986588661199	0.215447353338465	0.2434357140314239
GSE135779	8	20260808	covariates_all	covariates_only	44	33	0.9228650137741048	0.9705670358764736	0.1228119843989814	0.156451890725403
GSE135779	9	20260809	geneformer	unadjusted	44	33	0.8705234159779615	0.9591250165425746	0.1865331139061681	0.2595840871826954
GSE135779	9	20260809	geneformer	residual_batch	44	33	0.8622589531680441	0.9592562220904466	0.2043660219004118	0.266895060392157
GSE135779	9	20260809	hvg_pseudobulk	unadjusted	44	33	0.9338842975206612	0.978932120158904	0.1727400576109743	0.2563397577689045
GSE135779	9	20260809	hvg_pseudobulk	residual_batch	44	33	0.9393939393939394	0.9796188945922212	0.1921911710264019	0.2870386797728392
GSE135779	9	20260809	pca_pseudobulk	unadjusted	44	33	0.928374655647383	0.980046664497884	0.1821652191502405	0.2829147244828751
GSE135779	9	20260809	pca_pseudobulk	residual_batch	44	33	0.9449035812672176	0.9814720414453678	0.1918449591771481	0.2875001062138439
GSE135779	9	20260809	covariates_batch	covariates_only	44	33	0.477961432506887	0.7721296644548472	0.2525929313667209	0.2588964882914485
GSE135779	9	20260809	covariates_collection_year	covariates_only	44	33	0.7176308539944903	0.8894691963321217	0.2311301957930952	0.2797594883818618
GSE135779	9	20260809	covariates_qc	covariates_only	44	33	0.7548209366391184	0.9068841305458696	0.2102715259540521	0.2160579353142082
GSE135779	9	20260809	covariates_demographic	covariates_only	44	33	0.7052341597796143	0.8328645206288644	0.2069097337327089	0.2507003791043944
GSE135779	9	20260809	covariates_all	covariates_only	44	33	0.975206611570248	0.9920632804797028	0.0647874984885326	0.055049654021223
GSE135779	10	20260810	geneformer	unadjusted	44	33	0.8567493112947658	0.9553627263330408	0.2110619095428545	0.2867677084864263
GSE135779	10	20260810	geneformer	residual_batch	44	33	0.8236914600550964	0.9439855917382868	0.2298250475184178	0.3016105905316457
GSE135779	10	20260810	hvg_pseudobulk	unadjusted	44	33	0.9256198347107438	0.9750675850580294	0.1893403795447434	0.2923948817268212
GSE135779	10	20260810	hvg_pseudobulk	residual_batch	44	33	0.9449035812672176	0.983220284183014	0.184181362723588	0.2711367469708392
GSE135779	10	20260810	pca_pseudobulk	unadjusted	44	33	0.9256198347107438	0.9750675850580294	0.1894205450655233	0.2918225192075659
GSE135779	10	20260810	pca_pseudobulk	residual_batch	44	33	0.9366391184573004	0.9815474134215584	0.1816926820178507	0.2688139116330558
GSE135779	10	20260810	covariates_batch	covariates_only	44	33	0.4944903581267217	0.7985276044570947	0.250000911191792	0.2500019692073825
GSE135779	10	20260810	covariates_collection_year	covariates_only	44	33	0.7658402203856749	0.9126259215720344	0.191202496373673	0.1856979893934267
GSE135779	10	20260810	covariates_qc	covariates_only	44	33	0.6584022038567493	0.8526242137907201	0.2533908744982273	0.2594858001193179
GSE135779	10	20260810	covariates_demographic	covariates_only	44	33	0.7520661157024794	0.8592132579724931	0.1925202984456162	0.1954487154924356
GSE135779	10	20260810	covariates_all	covariates_only	44	33	0.975206611570248	0.9918262031854156	0.0539753468654782	0.0668648431030346
GSE135779	11	20260811	geneformer	unadjusted	44	33	0.90633608815427	0.9723246177607232	0.1958987770855239	0.2701980158286243
GSE135779	11	20260811	geneformer	residual_batch	44	33	0.8567493112947658	0.955655067820861	0.2122189574336512	0.2505203498409316
GSE135779	11	20260811	hvg_pseudobulk	unadjusted	44	33	0.931129476584022	0.9784984913841912	0.1704782792708289	0.2518021693990691
GSE135779	11	20260811	hvg_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9864892225001942	0.180353388636305	0.2738565271714084
GSE135779	11	20260811	pca_pseudobulk	unadjusted	44	33	0.931129476584022	0.978600210019874	0.1714879735569967	0.2711563770965099
GSE135779	11	20260811	pca_pseudobulk	residual_batch	44	33	0.9641873278236914	0.9886164056618604	0.1775819614341932	0.272276223545593
GSE135779	11	20260811	covariates_batch	covariates_only	44	33	0.5564738292011019	0.827405758880377	0.2601734501796724	0.2704143537817142
GSE135779	11	20260811	covariates_collection_year	covariates_only	44	33	0.7341597796143251	0.8972473342654703	0.1987860617726867	0.1692016581081372
GSE135779	11	20260811	covariates_qc	covariates_only	44	33	0.71900826446281	0.8840519986403917	0.2585126234862182	0.2687403724257801
GSE135779	11	20260811	covariates_demographic	covariates_only	44	33	0.6157024793388429	0.8116219852907375	0.2339592608515645	0.2382329633475475
GSE135779	11	20260811	covariates_all	covariates_only	44	33	0.9201101928374656	0.9738843498397064	0.1185277929512192	0.1591916328136739
GSE135779	12	20260812	geneformer	unadjusted	44	33	0.8898071625344353	0.9669345006570668	0.2042589736551421	0.2711351958393918
GSE135779	12	20260812	geneformer	residual_batch	44	33	0.9476584022038568	0.9818158751225348	0.2035542359556995	0.3042488588319179
GSE135779	12	20260812	hvg_pseudobulk	unadjusted	44	33	0.9035812672176308	0.97123258372543	0.1973883810635451	0.2714992941241675
GSE135779	12	20260812	hvg_pseudobulk	residual_batch	44	33	0.9146005509641874	0.9707096618136686	0.2028204857453066	0.2998747813863098
GSE135779	12	20260812	pca_pseudobulk	unadjusted	44	33	0.928374655647383	0.978136175532294	0.1782021414327934	0.2593677506997365
GSE135779	12	20260812	pca_pseudobulk	residual_batch	44	33	0.9118457300275482	0.9697973125142224	0.2026986572806479	0.3001801333492647
GSE135779	12	20260812	covariates_batch	covariates_only	44	33	0.5179063360881543	0.7820182486926391	0.2719392119300053	0.2917340592663276
GSE135779	12	20260812	covariates_collection_year	covariates_only	44	33	0.7245179063360881	0.8994067124242878	0.2146865987798736	0.2152464323189348
GSE135779	12	20260812	covariates_qc	covariates_only	44	33	0.6776859504132231	0.854395228671635	0.2204664216895079	0.206146706679713
GSE135779	12	20260812	covariates_demographic	covariates_only	44	33	0.6928374655647382	0.857540101291785	0.1972272311500782	0.2040619644992727
GSE135779	12	20260812	covariates_all	covariates_only	44	33	0.9146005509641874	0.9712953265627062	0.0954625869940239	0.127489030495476
GSE135779	13	20260813	geneformer	unadjusted	44	33	0.8953168044077136	0.967923176758106	0.1832412544720711	0.252451700198962
GSE135779	13	20260813	geneformer	residual_batch	44	33	0.9118457300275482	0.9736465211828136	0.1915333062990893	0.2753899337093136
GSE135779	13	20260813	hvg_pseudobulk	unadjusted	44	33	0.928374655647383	0.9762642539826784	0.1666249928163312	0.2382800327976437
GSE135779	13	20260813	hvg_pseudobulk	residual_batch	44	33	0.9173553719008264	0.9736260368244508	0.1885034017777665	0.2824249854294646
GSE135779	13	20260813	pca_pseudobulk	unadjusted	44	33	0.950413223140496	0.984491978345316	0.1696427737205977	0.2606362756739792
GSE135779	13	20260813	pca_pseudobulk	residual_batch	44	33	0.9256198347107438	0.9761543386454904	0.1867313780622272	0.2816436132668845
GSE135779	13	20260813	covariates_batch	covariates_only	44	33	0.5068870523415978	0.8027104747390362	0.2499982841328841	0.2500012422216647
GSE135779	13	20260813	covariates_collection_year	covariates_only	44	33	0.7341597796143251	0.9036698621543238	0.2107189039744707	0.1933785156746661
GSE135779	13	20260813	covariates_qc	covariates_only	44	33	0.6391184573002755	0.8581056415834937	0.2660567926615887	0.2635954503994026
GSE135779	13	20260813	covariates_demographic	covariates_only	44	33	0.7038567493112947	0.8501621937238728	0.2278060042606149	0.2527427731275522
GSE135779	13	20260813	covariates_all	covariates_only	44	33	0.9421487603305784	0.981574281990334	0.0988277276699173	0.0969529883769398
GSE135779	14	20260814	geneformer	unadjusted	44	33	0.8292011019283747	0.9479315045957044	0.2118755067444098	0.2571621398235474
GSE135779	14	20260814	geneformer	residual_batch	44	33	0.8319559228650137	0.944886195809764	0.2142865474700669	0.2667324482345573
GSE135779	14	20260814	hvg_pseudobulk	unadjusted	44	33	0.8760330578512396	0.9622166361897996	0.1982662511672814	0.2882666862320958
GSE135779	14	20260814	hvg_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9840371862330256	0.1867231040527583	0.3145273156640101
GSE135779	14	20260814	pca_pseudobulk	unadjusted	44	33	0.8787878787878788	0.9632588038986338	0.1985669620585365	0.2885911370494081
GSE135779	14	20260814	pca_pseudobulk	residual_batch	44	33	0.9586776859504132	0.9840371862330256	0.1842964937160092	0.3129128810303943
GSE135779	14	20260814	covariates_batch	covariates_only	44	33	0.509641873278237	0.7973471497167275	0.2499980534114891	0.2499981009281081
GSE135779	14	20260814	covariates_collection_year	covariates_only	44	33	0.7369146005509641	0.8977155939530354	0.2305424516629683	0.2925717512437987
GSE135779	14	20260814	covariates_qc	covariates_only	44	33	0.6666666666666666	0.8728736331586885	0.2453981106505278	0.2160063603117229
GSE135779	14	20260814	covariates_demographic	covariates_only	44	33	0.6322314049586777	0.8407804833475817	0.2206286698666984	0.255427121678925
GSE135779	14	20260814	covariates_all	covariates_only	44	33	0.9586776859504132	0.9875058009222232	0.0756487524378977	0.0891238058889487
GSE135779	15	20260815	geneformer	unadjusted	44	33	0.8650137741046832	0.9571463083380344	0.2110862365325274	0.2653152163948344
GSE135779	15	20260815	geneformer	residual_batch	44	33	0.8732782369146006	0.959274419685827	0.1994444911851029	0.2616762071167406
GSE135779	15	20260815	hvg_pseudobulk	unadjusted	44	33	0.9449035812672176	0.9826997643832937	0.1818109655745428	0.2807133558385117
GSE135779	15	20260815	hvg_pseudobulk	residual_batch	44	33	0.8732782369146006	0.960308542062928	0.2010251477498457	0.2821181822535057
GSE135779	15	20260815	pca_pseudobulk	unadjusted	44	33	0.9696969696969696	0.9903096086919616	0.175800365449452	0.2920159304744246
GSE135779	15	20260815	pca_pseudobulk	residual_batch	44	33	0.8760330578512396	0.9611638695311588	0.2010919172647781	0.2817444151052761
GSE135779	15	20260815	covariates_batch	covariates_only	44	33	0.4586776859504132	0.7470865524855378	0.249997771543884	0.250005647213819
GSE135779	15	20260815	covariates_collection_year	covariates_only	44	33	0.6680440771349863	0.8413929912822926	0.2341004690378111	0.2781823632335094
GSE135779	15	20260815	covariates_qc	covariates_only	44	33	0.7355371900826446	0.896114426687444	0.2464107865630281	0.2742219023369261
GSE135779	15	20260815	covariates_demographic	covariates_only	44	33	0.7341597796143251	0.8770513125989227	0.1895396067538862	0.2116612014393886
GSE135779	15	20260815	covariates_all	covariates_only	44	33	0.8732782369146006	0.9492331044287948	0.1468593641138298	0.1684900580887733
GSE135779	16	20260816	geneformer	unadjusted	44	33	0.8705234159779615	0.960633312892768	0.1996677496294798	0.2893091638644192
GSE135779	16	20260816	geneformer	residual_batch	44	33	0.8650137741046832	0.9516007175043288	0.1986126473610236	0.2537710957019005
GSE135779	16	20260816	hvg_pseudobulk	unadjusted	44	33	0.928374655647383	0.9781104134030388	0.1714410588057488	0.2745544089002993
GSE135779	16	20260816	hvg_pseudobulk	residual_batch	44	33	0.9256198347107438	0.9778737645812172	0.1860973736256135	0.2644373539689609
GSE135779	16	20260816	pca_pseudobulk	unadjusted	44	33	0.928374655647383	0.9781104134030388	0.1712748810310717	0.2743471152647566
GSE135779	16	20260816	pca_pseudobulk	residual_batch	44	33	0.9366391184573004	0.9813537615956972	0.1837892191436209	0.2647644307126855
GSE135779	16	20260816	covariates_batch	covariates_only	44	33	0.4669421487603306	0.7848257292804631	0.2401831208724422	0.2787642727431961
GSE135779	16	20260816	covariates_collection_year	covariates_only	44	33	0.7396694214876033	0.8964235329934003	0.2232286970951402	0.2585967239808661
GSE135779	16	20260816	covariates_qc	covariates_only	44	33	0.5564738292011019	0.7967720984553552	0.3246993506075735	0.3654733168456022
GSE135779	16	20260816	covariates_demographic	covariates_only	44	33	0.7575757575757576	0.8917405690023754	0.1781455599173472	0.1670733766292246
GSE135779	16	20260816	covariates_all	covariates_only	44	33	0.9586776859504132	0.9875102911089711	0.0860461701804358	0.1624011947342895
GSE135779	17	20260817	geneformer	unadjusted	44	33	0.8154269972451791	0.9034194504862302	0.2000678105389727	0.2584837621514256
GSE135779	17	20260817	geneformer	residual_batch	44	33	0.8622589531680441	0.9574934782702476	0.2059162503415254	0.2760812379646905
GSE135779	17	20260817	hvg_pseudobulk	unadjusted	44	33	0.9338842975206612	0.980239356023055	0.1556947934099267	0.2309956526285894
GSE135779	17	20260817	hvg_pseudobulk	residual_batch	44	33	0.8787878787878788	0.9593258605348508	0.2073412633390678	0.2910755433625563
GSE135779	17	20260817	pca_pseudobulk	unadjusted	44	33	0.955922865013774	0.987325425741848	0.1627822785121952	0.26307994588508
GSE135779	17	20260817	pca_pseudobulk	residual_batch	44	33	0.8953168044077136	0.9638925012310076	0.1980670993594626	0.2953305349931082
GSE135779	17	20260817	covariates_batch	covariates_only	44	33	0.4848484848484848	0.7820844678835133	0.2418125589647899	0.2586128511011306
GSE135779	17	20260817	covariates_collection_year	covariates_only	44	33	0.6735537190082644	0.8747000203543919	0.2398269776131332	0.2235689799023338
GSE135779	17	20260817	covariates_qc	covariates_only	44	33	0.7658402203856749	0.913019068517588	0.2112174999944281	0.2296736241879509
GSE135779	17	20260817	covariates_demographic	covariates_only	44	33	0.8526170798898072	0.9506842198238186	0.1539583685315679	0.1981370893746428
GSE135779	17	20260817	covariates_all	covariates_only	44	33	0.9807162534435262	0.9938812362749312	0.0563982219084206	0.0846035616243267
GSE135779	18	20260818	geneformer	unadjusted	44	33	0.8732782369146006	0.9610261039918496	0.2114992333301592	0.2766215149750091
GSE135779	18	20260818	geneformer	residual_batch	44	33	0.8842975206611571	0.96645416613263	0.2163866130068625	0.2838041058023744
GSE135779	18	20260818	hvg_pseudobulk	unadjusted	44	33	0.950413223140496	0.9839045214704036	0.1510662570327833	0.2427815658519764
GSE135779	18	20260818	hvg_pseudobulk	residual_batch	44	33	0.9035812672176308	0.96959127396855	0.1954654794906508	0.261279339715033
GSE135779	18	20260818	pca_pseudobulk	unadjusted	44	33	0.9862258953168044	0.9956095041322316	0.1569785804753995	0.2781543794514361
GSE135779	18	20260818	pca_pseudobulk	residual_batch	44	33	0.9090909090909092	0.9709465808116616	0.1942470015576191	0.2607643097893237
GSE135779	18	20260818	covariates_batch	covariates_only	44	33	0.5192837465564738	0.8027741771948756	0.249997685858897	0.2500010155424865
GSE135779	18	20260818	covariates_collection_year	covariates_only	44	33	0.6831955922865014	0.8559691003991812	0.2405467731893496	0.2833688669341959
GSE135779	18	20260818	covariates_qc	covariates_only	44	33	0.7245179063360881	0.8801780499193517	0.2280540165204065	0.2986295698881995
GSE135779	18	20260818	covariates_demographic	covariates_only	44	33	0.6418732782369146	0.8065526475499458	0.2524547103922748	0.2644494668196255
GSE135779	18	20260818	covariates_all	covariates_only	44	33	0.9338842975206612	0.9784747009250666	0.0994741842415038	0.1498501094738061
GSE135779	19	20260819	geneformer	unadjusted	44	33	0.8842975206611571	0.964682795746902	0.2067656951390138	0.2791477822677623
GSE135779	19	20260819	geneformer	residual_batch	44	33	0.8402203856749312	0.9429409519622416	0.2077733803082933	0.2508655440827042
GSE135779	19	20260819	hvg_pseudobulk	unadjusted	44	33	0.9449035812672176	0.9821681127763732	0.1641683846717985	0.2585635195284556
GSE135779	19	20260819	hvg_pseudobulk	residual_batch	44	33	0.9008264462809916	0.967413423198351	0.188727427072173	0.2558710309948366
GSE135779	19	20260819	pca_pseudobulk	unadjusted	44	33	0.9696969696969696	0.9907415597818074	0.15373811022516	0.2496522530367594
GSE135779	19	20260819	pca_pseudobulk	residual_batch	44	33	0.9008264462809916	0.967413423198351	0.1884195342602195	0.2573251073115936
GSE135779	19	20260819	covariates_batch	covariates_only	44	33	0.5358126721763086	0.8016326931259014	0.2416101551070764	0.2455422084968461
GSE135779	19	20260819	covariates_collection_year	covariates_only	44	33	0.7506887052341598	0.9160260561665348	0.2325119912891833	0.2841855045374567
GSE135779	19	20260819	covariates_qc	covariates_only	44	33	0.7575757575757576	0.9074893584098768	0.2202483822488368	0.1994882992619315
GSE135779	19	20260819	covariates_demographic	covariates_only	44	33	0.7506887052341598	0.8814221492672468	0.1828632578880221	0.2359591678736279
GSE135779	19	20260819	covariates_all	covariates_only	44	33	0.955922865013774	0.986929571016056	0.0956116655226332	0.1357778091357915
GSE135779	20	20260820	geneformer	unadjusted	44	33	0.9008264462809916	0.9709408053494076	0.1940540190918629	0.2603272604971939
GSE135779	20	20260820	geneformer	residual_batch	44	33	0.8980716253443526	0.9679717737293496	0.1999237966703173	0.2728626959064459
