beta	delta	rho	design_only_auc_mean	design_only_auc_std	design_only_auc_median	information_fraction_mean	information_fraction_std	information_fraction_median	variance_inflation_mean	variance_inflation_std	variance_inflation_median	n_restricted_mean	n_restricted_std	n_restricted_median	auc_internal_unadjusted_mean	auc_internal_unadjusted_std	auc_internal_unadjusted_median	auc_internal_residualised_mean	auc_internal_residualised_std	auc_internal_residualised_median	auc_internal_restricted_mean	auc_internal_restricted_std	auc_internal_restricted_median	auc_external_source_only_mean	auc_external_source_only_std	auc_external_source_only_median	coefficient_l2_error_mean	coefficient_l2_error_std	coefficient_l2_error_median
0.0	0.5	0.75	0.8777264847755746	0.022299023826436185	0.8800858600364736	0.42751167758976405	0.0663499566867595	0.42164380745043606	2.3937341297794728	0.3616566148445228	2.371733777522218	122.01	7.271773296018438	122.0	0.6477208549472304	0.04919361855768863	0.6556108836225606	0.49998673324075066	0.037875356789348294	0.5036984846455466	0.4812622089799136	0.10694315306305316	0.4738785046728972	0.4993012908279922	0.013175821146561639	0.4983643558240817	0.43964037473898676	0.07961234156064724	0.435590653563353
0.0	0.5	0.9	0.9479197692760352	0.0158060706048364	0.9488550592246565	0.19644918262878913	0.05602694351762714	0.19218733617383157	5.567572518450264	1.8887512814985339	5.2032568366304215	123.06	7.580970327808382	122.5	0.675967259435007	0.043357404493993584	0.6756993687057593	0.48999361306743994	0.02904946616999221	0.49180015048138137	0.4857314798278179	0.1558641485781743	0.4884368645645388	0.5022331486091148	0.013073746885762447	0.5036687454113393	0.6667172419262802	0.14031006202248367	0.6595442761668073
0.0	0.5	0.98	0.9892307896725222	0.00718779754427308	0.9914892075909025	0.04254083633304054	0.02802207695054866	0.033257124187128756	1.8921737064698482e+29	6.977731991566567e+29	30.068766161259994	71.67	59.16985565456297	111.0	0.705489888556947	0.03921770013786497	0.706717429715193	0.4742603412959371	0.03051298856446926	0.4778435912730166	0.5133552241179216	0.25447451619999756	0.527076923076923	0.500153275288842	0.014174080971943387	0.5007283502953654	1.443134816754148	0.5211412413362502	1.3227867316887663
0.0	0.5	1.0	1.0	0.0	1.0	2.302801280341808e-30	2.143841157991755e-30	1.6499147658792976e-30	2.1960064619124592e+30	4.963077123056451e+30	6.068388763890379e+29	0.0	0.0	0.0	0.7122441964972376	0.03818461443342846	0.7132417927103172	0.4156747362337912	0.020938508191312797	0.4168432896454999				0.5005135531112702	0.012661836629423199	0.5007106320263175			
0.0	1.0	0.0	0.528708151555451	0.0171180166397143	0.525952093252017	0.9955405033460165	0.004493460195433621	0.9973146354341916	1.0044998536963374	0.004561127688135022	1.002692600678325	125.45	5.791625790132619	124.5	0.5048864182814905	0.05266936563418895	0.5025186860508777	0.5046391104407782	0.050069581755151915	0.5063132250621443	0.5120849729943299	0.07919517606156967	0.5172047290564052	0.49724585412661154	0.013358803138796196	0.49745387982004236	0.2917908647136882	0.044171172917336535	0.2930407689857876
0.0	1.0	0.25	0.6165620101152424	0.0298422742600004	0.6179689982917527	0.9421885430932602	0.02795906815435077	0.9443772900879314	1.0623011823343407	0.03210452918640423	1.0589010240970094	122.64	6.762224247071135	123.0	0.5375802312128434	0.045315813347486654	0.5388990661966659	0.49486149753599734	0.048485797166236126	0.4941788647342995	0.5026310969840967	0.06916744011828992	0.5001317523056654	0.5011107467152162	0.013215735308600082	0.5020968626730045	0.2909189683525011	0.04651966435130533	0.29767864566736923
0.0	1.0	0.5	0.7478081592400353	0.027414442809255594	0.7492123053098663	0.7514990402801289	0.05434068374471141	0.7517924215198788	1.3379848162284282	0.1030485090154915	1.3301564111390372	123.24	7.045479960853476	124.0	0.6415976411899399	0.05072747228392579	0.6508662108601564	0.4779735110171402	0.04798572173117362	0.47851965615870995	0.4813406281709024	0.0817796759748185	0.48942729433936283	0.5026434105600177	0.012568649977103174	0.5031570131790479	0.3087832162602311	0.058447945841999464	0.3071428051679548
0.0	1.0	0.75	0.8748192257819138	0.020312440214966608	0.875	0.4362097223672203	0.06015164566401973	0.4375775610741722	2.3373776166689133	0.3333691576308942	2.285309434453546	123.51	6.742740203696524	124.0	0.7716827757532312	0.031248072705509687	0.7753602214885416	0.4932869065981055	0.03757524099343208	0.49519762123915834	0.4980232365504913	0.0981208302035943	0.48958546786252843	0.4985999453520412	0.011593333848566246	0.5002008535661437	0.42366916594270576	0.07070114499807725	0.42572921543276887
0.0	1.0	0.9	0.9489761304969535	0.01472649157796088	0.9499357304583551	0.19307384122727114	0.05251206402510348	0.19113800020460467	5.727285390367544	2.524809834092332	5.231824099568687	121.27	7.8968795780806404	122.0	0.8407212696738562	0.030833307648008235	0.8407643089554242	0.4931026504205506	0.03450795256984974	0.49523776418242493	0.4918098753021591	0.1552211013970453	0.4909902597402598	0.49798146189512726	0.012607869611800208	0.49782769059931936	0.6858386317911196	0.17485944633039013	0.6623159464037274
0.0	1.0	0.98	0.9897046302680214	0.006240406421077745	0.98828125	0.04042225151834506	0.02430671281836505	0.04882680408104138	1.3028357768206928e+29	5.8615296455990486e+29	20.48055555555555	73.72	60.77414389077451	115.0	0.8822807994513856	0.024986227802909978	0.8828782649394302	0.483605624470538	0.03024222307273968	0.48577011949837157	0.5031100828441074	0.25240146654188383	0.4847971975675516	0.5005212094185063	0.012370721304487192	0.5017042642006718	1.4907895499327577	0.5047734782574227	1.371280709963861
0.0	1.0	1.0	1.0	0.0	1.0	2.8460039030644794e-30	3.266760549879576e-30	1.5607633490237903e-30	2.6206754496035087e+30	6.211358354381346e+30	6.40762995425182e+29	0.0	0.0	0.0	0.8931962177973577	0.02430039284273624	0.8949456975772765	0.45910318956986196	0.01528125664316905	0.46088047349675254				0.5003390820307454	0.013520081161845526	0.49931243968650896			
0.0	2.0	0.0	0.5250471488267181	0.02350731052928229	0.5196786684782608	0.9952769458769741	0.008829165823109815	0.9984523809523809	1.0048261983371851	0.009193444534393124	1.0015500185577113	126.27	5.582901385371937	126.0	0.5007139769925423	0.05631514740835033	0.5055235897231145	0.5002018857842788	0.05396585270335512	0.501862940008845	0.5124710883807879	0.07830171999556909	0.5213542993086928	0.5016232814863514	0.01394986513816948	0.5003345720535962	0.2905552856444713	0.04977586488944069	0.28311010073399234
0.0	2.0	0.25	0.6293324181215482	0.03153854836913112	0.6287080754041356	0.929279868273375	0.03305831300040173	0.9339995504711222	1.0774910645085805	0.03949433566675559	1.0706643801618316	122.49	6.771143466090778	122.5	0.5757753002396596	0.05602807832166335	0.5793586109908733	0.4988300625883864	0.047586802226588586	0.5012507817385867	0.49415566188801074	0.07628583109990342	0.4895631971103669	0.4989555637645011	0.013088320522372828	0.4976808278409822	0.2963781645193221	0.04587515867059622	0.2961314112090042
0.0	2.0	0.5	0.7551165746062712	0.02346970760917997	0.755528930668121	0.737497257765188	0.04760399018649314	0.7387652573557565	1.3615877264642273	0.08867175649900072	1.3536100999443765	123.8	7.173182379846862	124.0	0.7216771407282586	0.03669176677539809	0.7178777017486695	0.500592847904363	0.04939740502078279	0.5045527882205514	0.4965097557145016	0.07869675895140796	0.5018388606160549	0.4999084445207771	0.012388448411239405	0.5000130037580861	0.3333590032161821	0.057260864733474415	0.33563086621688076
0.0	2.0	0.75	0.8727789837384077	0.02045069433175996	0.8708286985539488	0.44207801566596605	0.06111683411323874	0.4499716680055357	2.3098742697533634	0.35679069352726556	2.2223635670086956	123.9	7.030237721744722	124.0	0.8509725386028241	0.0274378807204602	0.8502437216326673	0.49912162169812274	0.0399316534555957	0.5028176612740602	0.49866118928089465	0.11480769915247338	0.5007959599521935	0.5014404738349497	0.014606096142943722	0.5012005515782669	0.43141759070527314	0.07599213132213499	0.43109340620033115
0.0	2.0	0.9	0.9512509826910803	0.014697090292158656	0.9511449764723474	0.1845665796648492	0.0523246453600641	0.18927905299321707	5.868577490879421	1.7308270027053971	5.283211750724075	122.29	7.6347094167877705	122.0	0.9360931103694186	0.019176440430813183	0.9377214551989561	0.49949768872438455	0.034139154494169585	0.500246918528204	0.5005616126718374	0.1530321115010162	0.5039390324173112	0.4988465164390565	0.013651307339769167	0.49892708585960155	0.6848950808631671	0.14686446544367798	0.6752370684298072
0.0	2.0	0.98	0.989667295355052	0.006124541398371062	0.9915741571199024	0.040890764238250485	0.024005533834831616	0.033290547301863385	6.198628979308541e+28	3.5820518984322606e+29	30.038557827926667	70.89	59.67959822623176	111.0	0.9827080374563978	0.009318466133059684	0.9830939555384436	0.49745305598147765	0.02358161709032966	0.497314731907493	0.5147198726499363	0.2616184727816372	0.47756410256410253	0.5004601761501924	0.013651104248812872	0.5011113101450957	1.5552565949811212	0.4850022444220507	1.4738292468997325
0.0	2.0	1.0	1.0	0.0	1.0	2.379403664590029e-30	2.3135010222970885e-30	1.857872356357175e-30	1.682532014110035e+30	2.784217959730158e+30	5.38322625110419e+29	0.0	0.0	0.0	0.9948758743813413	0.0029242880032666722	0.995139406351259	0.49538121778711547	0.011653229075406082	0.4940618012422361				0.4985430470897292	0.01260403993007873	0.49809515118252995			
0.5	0.0	0.0	0.5271764125955669	0.020402529738245377	0.5211589672025836	0.9953846250318379	0.006768114984925322	0.9981969085196633	1.0046836739353353	0.006967670496741113	1.0018063486438393	125.24	5.845001317710752	125.0	0.7065564099533747	0.04130375005215489	0.7108470016552284	0.7054716626266013	0.04213738055596893	0.707388053234681	0.6706706957040174	0.06226587552100247	0.6736227231221015	0.721473988856776	0.01803631965020839	0.7240391767623982	0.28113584367395106	0.05309592782298628	0.28047982560338525
0.5	0.0	0.25	0.6199374945113576	0.029234882593255965	0.6199826809643008	0.9391010793328046	0.028014220922616323	0.94255140315002	1.0658049842197008	0.03242863044880241	1.0609506033567104	123.89	6.157683875214016	123.0	0.713819302273092	0.04047300902328982	0.7121056982734615	0.6986585479111121	0.042480917558835686	0.6961253442413065	0.6674565408197588	0.07216183635212121	0.669681696715489	0.7225108745256708	0.015997054827179776	0.7226033250015081	0.29220315296548	0.0517242400568177	0.28724158537619005
0.5	0.0	0.5	0.7483314526714225	0.02834442380233446	0.7502015735158241	0.7501806496069513	0.056507604496670936	0.7501910050033533	1.3408157740215503	0.10539590347793	1.3329946336781648	122.44	7.340657499519546	122.0	0.7090994514290548	0.04585796357502961	0.7097621544477462	0.6527353304176906	0.0426833264731456	0.6545696399054768	0.6673273887471644	0.06940113364555563	0.6695303685962365	0.722195538200605	0.018109704060997763	0.7241424525253772	0.3295327519090221	0.059188911325269315	0.32782582394480664
0.5	0.0	0.75	0.8763084103600923	0.02492565601359744	0.8771649128531418	0.4306890933065181	0.07401475889082511	0.43187891447999255	2.3927388874352693	0.4290116833865508	2.315660303670251	122.66	7.893508392817149	122.0	0.7082639275288197	0.03936164279383445	0.7068339887659528	0.5771371181923023	0.03514439160904299	0.5761632682047113	0.628985485393878	0.09747375903208663	0.6336769893142442	0.7213654672956238	0.01668118921298267	0.7211824625686524	0.432900585757471	0.07134003813940179	0.4296524838921898
0.5	0.0	0.9	0.9520045651597155	0.012188309193840806	0.9538942405564714	0.18226486103667366	0.044038588262468266	0.17523235699131695	5.848195276905379	1.5944316601974962	5.70671163611876	122.0	6.5950700902226576	123.0	0.7040986122201504	0.03759669339040561	0.6990430616122142	0.5219164496996916	0.032499980881567386	0.5240480291828173	0.623436902352584	0.15033674991278007	0.6309758288843967	0.7218242180043372	0.015519261039079673	0.7226803206974105	0.6951767176185255	0.1442635008092282	0.6894192216634165
0.5	0.0	0.98	0.9901842124294025	0.006726902333376903	0.9915963443995149	0.03892767877046463	0.026035996934178112	0.03320187938456631	3.013889016978842e+29	2.0218935735094576e+30	30.118776964922166	65.02	60.55467184972836	109.0	0.7084633607826243	0.04143441588956293	0.7032231194708103	0.4772237172194128	0.03504526686053043	0.482114620123281	0.5664548164524023	0.2441056185484776	0.574055330634278	0.7250056706100919	0.015639715714974602	0.7271457594743507	1.4949242987208142	0.49379807157079275	1.3971107689845286
0.5	0.0	1.0	1.0	0.0	1.0	2.530611956816742e-30	2.2425956649847873e-30	1.7961969224023086e-30	1.996857813879117e+30	4.286675623092501e+30	5.5673415435631766e+29	0.0	0.0	0.0	0.7097244307545924	0.039186032730844936	0.7169291600179172	0.4147871496208677	0.020849846960804583	0.4166956859926867				0.7198072856199488	0.015591590533709582	0.7211672512848588			
0.5	0.5	0.0	0.5267691257105348	0.018804540267128328	0.5242761603982684	0.9957435313613283	0.005137621843897269	0.9976518045630292	1.0043013642781722	0.005227357798580225	1.002353722749988	124.82	5.850632358121554	124.0	0.7125655837846857	0.03810605317195508	0.7116732982268508	0.7111316273590197	0.037844302696393176	0.7133871831101325	0.6842739339813054	0.06547070994964646	0.6909034991798797	0.7207572341504792	0.01677674939399648	0.7201190209041158	0.2857422292867454	0.04791845092623163	0.2865344008446902
0.5	0.5	0.25	0.622691695543259	0.02876749462458276	0.6246742755889096	0.9365591231813671	0.028532788381088754	0.937660358407429	1.0687454113303645	0.03343208269955013	1.0664843675310334	124.02	6.788254859712033	124.0	0.7137192474539988	0.039164919950498145	0.7114750503947918	0.6949656706397964	0.04163416294649579	0.6930341599446159	0.684322985612921	0.05721294434432794	0.6925410289507653	0.7195207800160859	0.02024120734909916	0.7187810705176042	0.29908901085547046	0.04532586046589887	0.30136539237869236
0.5	0.5	0.5	0.7493988817137509	0.025087284836032363	0.7510442773600668	0.7482615978347948	0.04934617729077094	0.7482501699432803	1.342178007041836	0.08828120481257277	1.3364530655842204	124.64	7.715287199168709	125.0	0.7353830039246678	0.036904301079407634	0.7365563969374609	0.6504888515687592	0.03772058081705084	0.6522746044876695	0.6528765088757618	0.07640450445210109	0.6548451776409061	0.7078752765147217	0.022040183369465897	0.7081153415741196	0.3227126918543495	0.05614912159619944	0.32316244395103777
0.5	0.5	0.75	0.8717512162231538	0.021722460163450776	0.8735555711184257	0.4455333240568155	0.0644532613192797	0.44334016728599623	2.295171566969492	0.360934767327807	2.255662092389529	123.07	7.229645757419771	123.0	0.7575054761091002	0.04017052557130327	0.7592296734198152	0.5793666901826274	0.03658180644705967	0.5817206854710373	0.6383646115494769	0.10363848770372859	0.6468325143325143	0.6884967153699367	0.02230087427203358	0.6888741550459221	0.43484035579742836	0.07209422067925504	0.42292551430544445
0.5	0.5	0.9	0.9492107245306068	0.01310872640702397	0.9501007014375998	0.1918193014584204	0.04697850387037115	0.1897874137755584	5.564412533059061	1.5383089074153715	5.2690533970912945	122.83	7.857384097044313	122.5	0.7837957685446341	0.03390430002327145	0.7842741935483872	0.5242704857492262	0.027636392854983604	0.5245906275401454	0.6098723553806842	0.15253806509239087	0.6103988603988604	0.6707773924041714	0.02576946564653915	0.6701427743284017	0.6728045211110938	0.15738425928093575	0.6488169304781681
0.5	0.5	0.98	0.990272467535254	0.006343702946281565	0.9916521739130435	0.03827534698700213	0.024546327598025088	0.03308403492309943	5.431407906943376e+28	2.9983640388727645e+29	30.226061014378054	64.63	61.38019537145824	112.0	0.8038180350497349	0.03187788538819811	0.8040960909217488	0.4820095369499562	0.025556269236104014	0.48334501894884163	0.5815468726037033	0.2362351100608459	0.6053333333333333	0.6685014465570346	0.024061124827988594	0.669151262762479	1.5830808457148742	0.49061869198434965	1.5363530511135104
0.5	0.5	1.0	1.0	0.0	1.0	2.4236165142893337e-30	3.0876371821667476e-30	1.24887282700024e-30	4.9316948390989227e+30	1.6695129963875063e+31	8.017132898198085e+29	0.0	0.0	0.0	0.8062334128296521	0.035616411895899085	0.8062686876226881	0.4374430767598447	0.01563459059708168	0.4380678989826948				0.6600075742416976	0.023705869821576426	0.6611402626255574			
0.5	1.0	0.0	0.5285350255501594	0.019562332259808596	0.5249557014800917	0.9952227847204863	0.005657381574547877	0.9975039532269637	1.004832608533836	0.005768431886700919	1.0025022928425869	125.64	5.616570001865782	125.0	0.710161308882296	0.047230889798195716	0.71661978458649	0.7089505614365915	0.04677672154074269	0.7139818295739349	0.6678339952272957	0.0711472695967308	0.6673399335164041	0.7216917053142113	0.017953574729652845	0.7221562376544248	0.28069726860927025	0.046209200314876686	0.28303517108200404
0.5	1.0	0.25	0.6219068278875924	0.033788791067029526	0.6175345097932585	0.9360764336112503	0.032915417417347284	0.9446338531642736	1.0696311912217649	0.0386141785391853	1.0586113345382482	123.94	6.458601656205105	125.0	0.7263400795389303	0.04040321371455993	0.7263610991594885	0.6973449390612051	0.040763267804125626	0.6981682618451386	0.6672364097646291	0.06103580928478883	0.6643625581521151	0.7110257589086654	0.01889194563155759	0.7132559645844927	0.30259978497135764	0.04333028546743501	0.3032755002301968
0.5	1.0	0.5	0.7526049285670539	0.029880605425042176	0.7524391519491491	0.7415458555980018	0.059168807206016666	0.7475956024947972	1.3571718359641272	0.1099117610810914	1.3376241805128286	121.98	6.780810714021883	122.0	0.7718931592374096	0.032867518257665866	0.7749426870054654	0.654573659385487	0.03765387492925757	0.6579370067742161	0.6687831556005208	0.07733619768600186	0.6791714669738864	0.6847162015437729	0.022049646754004077	0.686960070692471	0.3294868535057327	0.050965371962137136	0.338232427470122
0.5	1.0	0.75	0.8776974419837928	0.019758317601212418	0.8791689840563589	0.42872570602635546	0.05875894222348476	0.4251197970438843	2.3785178735613384	0.34621253121793333	2.352278203168122	121.13	7.558064794267339	122.0	0.8292502552757037	0.0289470691099769	0.8337859653798394	0.5753423738913098	0.03565189738018488	0.5753022089140272	0.6137024593910846	0.10295011008077772	0.6112110633727175	0.6426816291766393	0.024388622358164712	0.644394339876212	0.4418827365157628	0.06998822475825388	0.44402033120866397
0.5	1.0	0.9	0.9527046952650801	0.013304126244879795	0.9504028896915809	0.17989926624100278	0.048719961607418455	0.1878719864404308	6.216999911786311	3.085447102974116	5.322773335965516	119.52	14.520261009981184	122.0	0.8828659972741404	0.02653732135729407	0.8859524934206999	0.5241426682804489	0.029459321836298742	0.5255320780941353	0.5981425622342996	0.1679166217017201	0.6096866096866097	0.6108304053981117	0.024284598461941552	0.6127735804980426	0.7095177665383013	0.16797184416731664	0.6778263643685714
0.5	1.0	0.98	0.9903037791926306	0.006366835003035306	0.9915385496565781	0.038316819964873974	0.025101414054520717	0.03336476276413353	3.1256057607177125e+29	1.8123545888944424e+30	29.9719124950894	65.53	61.057259927865985	110.5	0.9127261172047757	0.023094553151388402	0.9112794666767993	0.4891637943220111	0.025017731478408058	0.48877850389321464	0.5007252738273538	0.2553622446922726	0.5253464090554254	0.5963766116032768	0.021573609354562415	0.5961427215156623	1.4303461475273642	0.43380808960680467	1.348209534362865
0.5	1.0	1.0	1.0	0.0	1.0	2.3238603102361583e-30	2.8697710743384676e-30	1.2967815619316354e-30	2.535158632162848e+30	5.345749947393807e+30	7.711472158774642e+29	0.0	0.0	0.0	0.9253148054599373	0.017849433090837915	0.9263066424239388	0.46692814391652376	0.013147700992564394	0.46838431343611825				0.587539927289071	0.02260294323387417	0.5865239625506566			
0.5	2.0	0.0	0.5269999942090859	0.020000709444781682	0.5217401782555713	0.9954953358320876	0.00585128182385301	0.9981048710360112	1.0045597906334773	0.005970762668545448	1.0018987382439524	125.92	5.741361539150129	126.0	0.7095526752241131	0.040283607740564074	0.7073743685028662	0.7085253713553751	0.04083230491393516	0.7055175264550264	0.6663686531529379	0.062160163127023875	0.6681500737012696	0.7198364864713195	0.019736304365293732	0.7198948607571737	0.2820487339542481	0.04519814053942257	0.2813138410945343
0.5	2.0	0.25	0.6251765525304768	0.03323148604408735	0.621098256980531	0.9330134850923362	0.03470654384924852	0.9416278521999081	1.0733306067529889	0.04174164708826647	1.0619906781863184	123.71	6.595521896780353	123.0	0.7378351359689991	0.041956132015466115	0.7420228639230928	0.6994768944139327	0.04346116396092136	0.7014852961648452	0.6663131187968263	0.07189120025256783	0.6715229215229215	0.7073750588839768	0.020827571344907998	0.7092379224930023	0.30257801351772967	0.05039756599434441	0.30247583130829414
0.5	2.0	0.5	0.7505690723662277	0.02679635555049085	0.7542455495880988	0.7459098012316855	0.05260293217092102	0.7416786745616519	1.3472713904937919	0.09527979325558736	1.3482928039213786	124.3	6.423599167338068	125.0	0.7967027098346573	0.033201872971020986	0.7993052982677138	0.6492105548258046	0.039371231940302426	0.6486647445436509	0.6549034687006677	0.07142347252005053	0.6598066718096174	0.6662888847379347	0.025928645786660418	0.6646083646986201	0.3300230465177007	0.05765422302414364	0.3271547374796551
0.5	2.0	0.75	0.8730376772286152	0.021699602080866784	0.8742111546989595	0.4415537001265247	0.06384624859381102	0.43936214248714234	2.314005524293614	0.3523404900513668	2.276026838054497	122.85	7.2507401224449035	123.0	0.8891411858769821	0.0243630430401266	0.8923848532603158	0.5850898474054351	0.039868864829555685	0.5851488584944466	0.6360035856787352	0.1004370902997252	0.6350362912290843	0.6183955183839789	0.023129405768100443	0.6196161188052027	0.441772419818395	0.07249135621552301	0.4350943760847113
0.5	2.0	0.9	0.9473123082278506	0.014378836399273832	0.9463297141751703	0.19860726603020143	0.05083945723068516	0.2028562303581189	5.407941260525796	1.5695630620512149	4.9296708710979384	122.13	6.756448472355572	122.5	0.94782392400873	0.01581423571833976	0.948263812944782	0.5319277782178634	0.02878272759537733	0.5331735608663393	0.6249797164566844	0.14552922371791763	0.6160489296636086	0.5827190614505912	0.0213054247206664	0.5811201120112011	0.656105131588886	0.1438814959176312	0.644896103579089
0.5	2.0	0.98	0.9898362268396368	0.006651587322987013	0.9916212098874638	0.040208279213496796	0.025950885291731833	0.03309201547634809	6.099921808988761e+28	3.1640505639873463e+29	30.218769863525893	67.62	60.38793444275624	114.0	0.9864557183671104	0.007577838608352888	0.9868941880946123	0.5052036655734579	0.022786707980008095	0.5090315696398824	0.6274506095754564	0.21424027694835676	0.688508064516129	0.5558144670935338	0.019885354862000524	0.556059594400435	1.5655526771524608	0.5037099703856904	1.4668289293046648
0.5	2.0	1.0	1.0	0.0	1.0	2.9311333886200272e-30	3.692676610183635e-30	1.6383364355778203e-30	2.795442332702871e+30	6.850732363312701e+30	6.114744929835669e+29	0.0	0.0	0.0	0.9960078640215212	0.002361566686946487	0.9964492072965678	0.49679703707373846	0.010993763423068017	0.4957338651446709				0.5440751122857079	0.017693099178572716	0.5450495845730075			
1.0	0.0	0.0	0.5262741049483005	0.021676735872258962	0.5241862085247543	0.9953745620501327	0.006825473154953687	0.9976775501793247	1.0046944946193077	0.007006655281574088	1.002327870288175	124.85	5.812516970758326	124.0	0.8951839769078908	0.02142316224375647	0.8966990931234451	0.8936422674465172	0.02164170355410597	0.8948816776240118	0.8708290543061384	0.03766234067435578	0.8777543272555092	0.9019681887374338	0.00971762065379762	0.9009557592966342	0.28524267140717563	0.046148563335409086	0.28169130637649364
