beta	delta	rho	design_only_auc_mean	design_only_auc_std	design_only_auc_median	information_fraction_mean	information_fraction_std	information_fraction_median	variance_inflation_mean	variance_inflation_std	variance_inflation_median	n_restricted_mean	n_restricted_std	n_restricted_median	auc_internal_unadjusted_mean	auc_internal_unadjusted_std	auc_internal_unadjusted_median	auc_internal_residualised_mean	auc_internal_residualised_std	auc_internal_residualised_median	auc_internal_restricted_mean	auc_internal_restricted_std	auc_internal_restricted_median	auc_external_source_only_mean	auc_external_source_only_std	auc_external_source_only_median	coefficient_l2_error_mean	coefficient_l2_error_std	coefficient_l2_error_median
0.0	0.0	0.0	0.5267503503747641	0.019360756553220736	0.5215952176478492	0.9956610247762288	0.005841772121148355	0.9981362951505177	1.0043927404357327	0.006001641247228618	1.0018671849911798	124.62	5.400673358690812	125.0	0.49747313775444096	0.051494705100245355	0.49873688616071427	0.4974780051359417	0.05116946020023667	0.4975159420289855	0.48514928585433426	0.07455505534935324	0.48394323812057327	0.49757248395912973	0.012706713649578606	0.49770084192976527	0.28561991075601073	0.04675121870184413	0.2833485988302448
0.0	0.0	0.25	0.6250737323741902	0.02968976179976295	0.6268618106259345	0.933892001987289	0.029808709471334044	0.9353356511421173	1.0718857258455428	0.03477596635937217	1.0691360395669904	124.0	5.519478821831503	124.0	0.502105537952116	0.0494938363649581	0.5075897971211794	0.5023284924416636	0.0463361585334811	0.49837828023405506	0.49896854314889466	0.07606724191093304	0.5030595156303677	0.4998604512283762	0.013168820903606639	0.500464240801827	0.2985175840452872	0.04158731761458622	0.29452280260558117
0.0	0.0	0.5	0.75097740099257	0.026883445852126174	0.7498085780015888	0.7454298652851957	0.05422682480823143	0.7499124691019291	1.3487976378262096	0.10175473597514831	1.3334891696277014	122.12	6.305809410633372	122.0	0.4974024786108806	0.04659229006730735	0.5012017978454969	0.495219161977257	0.047696952583596915	0.4927967527052892	0.5019235553006982	0.0772095878764276	0.49990730441231	0.5016346113680988	0.013270404156360474	0.5003403086325562	0.33256282388491804	0.05462149776120425	0.32728865978612043
0.0	0.0	0.75	0.8767745792994294	0.022912676486836082	0.8789963662340293	0.4303375512792713	0.06850600452113545	0.42479162957031136	2.386290797136048	0.41032482689788347	2.3540961770034747	122.08	6.883856095784888	122.0	0.502690433867872	0.05317555344007828	0.5101913182628424	0.4987006333073932	0.04206636523637412	0.5026761777432602	0.4889824330186931	0.11031653241189326	0.48082010582010587	0.498793786867893	0.014134940634759702	0.49891909585195193	0.4507543223998644	0.08663854228571141	0.4470791115595719
0.0	0.0	0.9	0.9509605414590208	0.013159487472252221	0.9502624158884714	0.18541657305812506	0.04734812564897452	0.18791596463650706	5.817245333793636	1.849751889559344	5.321721266361228	122.95	7.435072496640701	122.0	0.48794319946585124	0.046763023507660276	0.492219201557926	0.4933561779598187	0.029317693543897336	0.49408566827697264	0.49323247892115757	0.1505436937462527	0.48070972937461587	0.4979544076749001	0.013481776202320776	0.49693792123566805	0.674227117579484	0.14284964114262824	0.6772156008823289
0.0	0.0	0.98	0.9902800521091515	0.006145183196396558	0.9915960501435677	0.03847329118555719	0.02393886685667404	0.033167468637388536	2.4599491088859124e+29	1.6046910282798763e+30	30.150024740589778	62.9	61.00182146643018	106.5	0.49731501907770026	0.04922976598615094	0.4915572009689657	0.465234143465951	0.0461660127455872	0.47581068198886645	0.47608529829173213	0.23496228746558886	0.43087677548895664	0.4987802852339611	0.014778132236423314	0.4980410866253947	1.6106389905112526	0.5387740305812319	1.4654121439627539
0.0	0.0	1.0	1.0	0.0	1.0	2.5264145263270205e-30	3.0041252080357466e-30	1.4103374587039517e-30	2.444185842233822e+30	5.414845079314586e+30	7.090501594696089e+29	0.0	0.0	0.0	0.4925254666333741	0.05021285658487134	0.4975050140918846	0.33364740221992906	0.03237854308095305	0.33724907735492826				0.5008339806547086	0.011719941589460025	0.49939219331119866			
0.0	0.5	0.0	0.5223956283381899	0.01770756181822726	0.5193789935829068	0.9967463947156123	0.004937551608666383	0.9984865012907943	1.0032889108173668	0.0050336541736683005	1.0015157990744186	125.37	5.3175049210939695	125.0	0.49573443569453046	0.04625061021745431	0.4932810245310245	0.49595312887532905	0.048067162134676114	0.491976726738779	0.5007970878019284	0.06591536206481247	0.5003977607767192	0.49940396860262515	0.012974094535333153	0.49877055877929044	0.28971369408183323	0.044482536989068074	0.29031856751345886
0.0	0.5	0.25	0.6251127389840891	0.029823521179700257	0.6247563957196514	0.9338318063568666	0.030402793029658474	0.9384872222063276	1.0720068094626298	0.03571417071537681	1.0655452476945668	124.48	6.514133817626053	124.0	0.5139422609103035	0.04464230008179758	0.513893264535113	0.49473759956207525	0.04568376765519923	0.49385285457380135	0.4899175986328903	0.0754850068205036	0.484593023255814	0.4999189955351091	0.013636432538436568	0.49773368366794424	0.2954860491423206	0.04853122279121988	0.2845870678786059
0.0	0.5	0.5	0.7535420233706424	0.029642141957820622	0.7532128248836218	0.7391154592022606	0.0613031753631011	0.7409033810000185	1.362785687862149	0.12024172561469253	1.34970365642161	124.56	6.668666366756631	124.0	0.570079634792055	0.057816833583630475	0.5688015460475353	0.5001576279343785	0.046745941049263315	0.5010353227019894	0.49420506867197395	0.08186191221111919	0.49643870026740133	0.5010940497031298	0.011889373506018259	0.5013075842732657	0.3408385532344817	0.06107037219216372	0.3394934168541871
