cohort	n_donor	n_design_feature	design_auc_linear	design_auc_rf	I_D	I_D_cv	I_D_null_mean	p_I_D	disease_auc	p_standard	p_design_preserving
CMV_HIHA	108	89	0.4858	0.5011	0.4683	1.0	0.4958	0.3085	0.9113	0.0005	0.0005
