gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
AC105277.1	0.0071839415	0.018776657	-0.011592716	-0.75658756	0.46377775	0.0010821904	0.011592716
C9orf84	0.0071839415	0.018776657	-0.011592716	-0.75658756	0.46377775	0.0010821904	0.011592716
ZNF48	2.0186095	2.0070174	0.01159215	0.1842924	0.85534096	0.028251885	0.01159215
AC008982.2	1.6361	1.647692	-0.011591911	-0.031662177	0.97513235	0.71068305	0.011591911
AC073389.2	0.5888611	0.6004524	-0.011591315	-0.086208165	0.93236023	0.09632286	0.011591315
P3H2-AS1	0.020708878	0.03229247	-0.011583593	-1.2037549	0.2500632	0.00046728423	0.011583593
POP5	3.8758082	3.8873875	-0.011579275	-0.29024202	0.77419513	0.01094856	0.011579275
ZNF841	1.342588	1.331009	0.0115789175	0.18454255	0.8552128	0.02645297	0.0115789175
TMEM143	1.5926298	1.6042011	-0.011571288	-0.17528485	0.8632002	0.022257224	0.011571288
OR4K17	0.020881435	0.009311311	0.011570124	1.9095411	0.0684964	0.00031899425	0.011570124
PCDH17	0.002018737	0.013587542	-0.011568805	-2.3918324	0.03649632	0.00012860415	0.011568805
KIR3DX1	0.0014868956	0.013054922	-0.011568027	-1.0832039	0.3058399	0.0004567879	0.011568027
KRT6C	0.0014868956	0.013054922	-0.011568027	-1.0832039	0.3058399	0.0004567879	0.011568027
MARCH9	3.8921063	3.9036698	-0.0115635395	-0.20238398	0.8415987	0.020197367	0.0115635395
AP003108.1	0.04276344	0.05432003	-0.011556588	-0.6174386	0.54827046	0.0016093791	0.011556588
AL365275.1	0.0029244008	0.014473146	-0.0115487445	-1.171971	0.26897383	0.00040635758	0.0115487445
AL512652.1	0.06604164	0.07758937	-0.011547729	-0.5350171	0.60049903	0.0024053163	0.011547729
CCDC158	0.01623229	0.004686796	0.011545493	2.4842024	0.020698467	0.00020458263	0.011545493
GPR75	0.19077674	0.2023206	-0.01154387	-0.49278122	0.629339	0.0028230075	0.01154387
TSSK4	0.09879309	0.08725174	0.011541352	0.8129275	0.42465276	0.0016462505	0.011541352
HRG	0.021173153	0.009634711	0.011538442	1.7095999	0.10027773	0.00036046235	0.011538442
CARD10	0.013000514	0.024538908	-0.011538394	-0.88284034	0.39747864	0.0007155259	0.011538394
ST7	0.7081573	0.7196922	-0.01153487	-0.20196721	0.8416515	0.023393352	0.01153487
AC007326.4	0.002939238	0.014473146	-0.011533908	-1.143426	0.27781665	0.00045088283	0.011533908
AC000123.1	0.03582879	0.04735544	-0.011526648	-0.7770125	0.45005915	0.001111069	0.011526648
C2orf91	0.0022115014	0.013737368	-0.0115258675	-2.478854	0.029937001	0.00012563345	0.0115258675
TIMM22	2.830766	2.8422916	-0.011525631	-0.18099998	0.8583035	0.02364937	0.011525631
ZBTB7C	0.03604812	0.024522683	0.011525439	0.91573673	0.3698032	0.0010524914	0.011525439
CEMP1	0.05566638	0.06719042	-0.011524044	-1.0631186	0.2983578	0.00087296986	0.011524044
OCA2	0.011513049	0.0	0.011513049	2.109486	0.05211606	0.0003185833	0.011513049
AL645504.1	0.008341658	0.019852456	-0.011510798	-1.7453004	0.10649901	0.00022578493	0.011510798
AC135782.1	0.15826675	0.14676625	0.011500508	0.3092715	0.7600221	0.011399793	0.011500508
SATB2-AS1	0.01639884	0.004900685	0.011498155	2.2107947	0.037688103	0.00025423788	0.011498155
AC084346.2	0.01647485	0.027969148	-0.0114942975	-0.5095419	0.6168946	0.0028313233	0.0114942975
MINAR2	0.06086026	0.04936756	0.011492703	0.62710476	0.53774804	0.0020530846	0.011492703
AC138956.2	0.052804705	0.041312497	0.011492208	0.82282543	0.42127275	0.00114546	0.011492208
AP001437.2	0.0300125	0.018526878	0.011485621	1.4405003	0.16361752	0.00044881273	0.011485621
AP000873.3	0.017314322	0.0058353944	0.011478928	2.247958	0.034040183	0.00022560151	0.011478928
LINC01953	0.023347488	0.0118774	0.011470088	1.2070702	0.23964857	0.000749402	0.011470088
AC008507.5	0.0189082	0.007439659	0.011468542	2.130375	0.043650277	0.00025169153	0.011468542
AL109824.1	0.054291595	0.06575757	-0.011465978	-0.60732085	0.55265003	0.0018587292	0.011465978
AP001033.1	0.30251545	0.31398013	-0.011464685	-0.18263197	0.85762095	0.019706326	0.011464685
AC008395.1	0.15189186	0.14043483	0.011457026	0.33633718	0.74013525	0.007033559	0.011457026
AC007906.1	0.01901855	0.007562506	0.011456043	1.4936066	0.14831954	0.00046931612	0.011456043
HTN1	0.008160167	0.019615633	-0.011455466	-1.7998434	0.09745139	0.0002105518	0.011455466
USP27X-AS1	0.281	0.2924549	-0.01145491	-0.42252368	0.67668355	0.0048504085	0.01145491
KCNMB3	0.87139565	0.8828491	-0.01145345	-0.1546868	0.8791456	0.027870325	0.01145345
MYO1H	0.018799309	0.03025261	-0.011453301	-0.9974862	0.33842084	0.00061433564	0.011453301
AL023284.4	0.03905336	0.027608728	0.01144463	1.4500599	0.16156183	0.0004265957	0.01144463
AL160410.1	0.0042147953	0.015653435	-0.01143864	-1.9947908	0.0705857	0.00017326571	0.01143864
ALDH3A1	0.024781229	0.036219582	-0.011438353	-0.4535174	0.6562184	0.0034168612	0.011438353
AC108721.2	0.014528029	0.0030928026	0.011435226	2.421965	0.024587044	0.00022067598	0.011435226
AC005005.4	0.32885766	0.34029168	-0.011434019	-0.14532018	0.8862929	0.032609418	0.011434019
BSND	0.017282499	0.005852443	0.011430056	2.2066126	0.037234046	0.00022248259	0.011430056
U47924.3	0.07004482	0.05861617	0.011428654	0.7047562	0.48965138	0.0015578903	0.011428654
WNT5B	0.028540503	0.039966956	-0.011426453	-0.75409746	0.4613025	0.001278006	0.011426453
ITGB3	0.016319305	0.004893196	0.011426109	1.9126368	0.069819205	0.00033677148	0.011426109
ARGLU1	5.7318087	5.743234	-0.011425495	-0.16735192	0.8688223	0.027728261	0.011425495
MYBPC3	0.03496334	0.023539113	0.011424227	0.77348375	0.44749033	0.0018297056	0.011424227
UQCC1	2.1783357	2.1897552	-0.011419535	-0.12093325	0.9048299	0.05827954	0.011419535
IGHV1-2	0.023745388	0.012332531	0.011412857	1.2791048	0.21310443	0.00062528776	0.011412857
UCHL1	0.011411986	0.0	0.011411986	2.4938731	0.024803884	0.00023308009	0.011411986
BIRC7	0.0063988864	0.01780641	-0.011407524	-1.0207243	0.33177808	0.0005155506	0.011407524
PROM2	0.06286113	0.07426832	-0.011407189	-0.75631225	0.459343	0.0013150248	0.011407189
ADH4	0.01876055	0.030163035	-0.011402484	-0.93293506	0.37121737	0.0006507635	0.011402484
UBE2O	2.4682794	2.4796815	-0.01140213	-0.13433382	0.8947513	0.039047755	0.01140213
AL136988.1	0.022882242	0.011484003	0.011398239	1.6858689	0.10594278	0.0003281154	0.011398239
MYPN	0.014563663	0.0031654711	0.011398192	2.5041203	0.02032918	0.00020415743	0.011398192
AC004816.2	0.022216214	0.010824124	0.01139209	1.5957196	0.123861216	0.00038709756	0.01139209
CCDC74A	0.15249236	0.16387932	-0.011386961	-0.4526689	0.65602165	0.003692839	0.011386961
SLC4A4	0.14852642	0.13714045	0.011385962	0.29777548	0.7684416	0.010594243	0.011385962
AC005586.1	0.02907793	0.040463053	-0.011385122	-1.051916	0.31001696	0.00061823596	0.011385122
AC090469.1	0.18281224	0.17142802	0.011384219	0.28365847	0.7804398	0.00838759	0.011384219
ASDURF	0.033778943	0.022396287	0.011382656	1.4017916	0.17495072	0.00045823256	0.011382656
NEXMIF	0.47273055	0.46135712	0.0113734305	0.12427241	0.9021353	0.062255718	0.0113734305
RAB34	1.6679207	1.6792936	-0.011372924	-0.09401796	0.92600346	0.09030377	0.011372924
AC012464.3	0.094273105	0.08290043	0.011372678	1.0252444	0.31557977	0.0008992084	0.011372678
ZNF295-AS1	0.040507108	0.051879723	-0.011372615	-0.85339326	0.405734	0.0009859381	0.011372615
AL662844.3	0.029254723	0.017882833	0.01137189	1.4540935	0.15889654	0.0004739328	0.01137189
AC044840.1	0.017079242	0.00571192	0.011367321	2.9618442	0.00679357	0.00014033994	0.011367321
AC004988.1	0.030455727	0.04182253	-0.011366803	-0.7954643	0.44076663	0.0009810989	0.011366803
MEIS1	0.01673439	0.0053691356	0.0113652535	1.7720959	0.089075595	0.0003338709	0.0113652535
AC110769.1	0.026251685	0.037616577	-0.011364892	-1.2950994	0.2117276	0.00046743147	0.011364892
AL031055.1	0.18165049	0.17028943	0.0113610625	0.48677394	0.6326448	0.0030173943	0.0113610625
AL662796.1	0.008589126	0.019942705	-0.011353578	-0.650488	0.5279657	0.0013619801	0.011353578
CBFA2T2	3.0127807	3.001428	0.0113527775	0.11427655	0.9103336	0.05474988	0.0113527775
AC226118.1	0.05350337	0.04215377	0.0113496035	0.75221664	0.4620228	0.0012942103	0.0113496035
AC092118.2	0.05315874	0.06450448	-0.01134574	-0.70086837	0.49348086	0.0014172478	0.01134574
AC008708.2	0.018670063	0.0073260963	0.011343967	2.0004704	0.058495414	0.00030279212	0.011343967
AP000542.2	0.048451025	0.059786953	-0.011335928	-0.97213227	0.3449168	0.00076800253	0.011335928
CHIT1	0.030336231	0.041670457	-0.011334226	-1.3740661	0.1859296	0.00042268552	0.011334226
LINC01553	0.022423599	0.033754848	-0.011331249	-1.6025087	0.12498769	0.0003308705	0.011331249
AC067817.1	0.21004039	0.19871068	0.0113297105	0.26153058	0.79668933	0.010599808	0.0113297105
LINC02842	0.011324212	0.0	0.011324212	2.7052493	0.01628643	0.00019978428	0.011324212
AF107885.2	0.016122235	0.004800344	0.011321891	2.3725333	0.02645489	0.00021350611	0.011321891
PPP1R1C	0.018094461	0.029415045	-0.0113205835	-0.8447515	0.41427425	0.0008462132	0.0113205835
MICU3	2.032933	2.021613	0.011320114	0.090194695	0.92889655	0.109192275	0.011320114
AC035140.1	0.03493363	0.046253327	-0.011319697	-1.2334521	0.23233676	0.00052738114	0.011319697
AL109910.2	0.05483272	0.06615212	-0.011319399	-0.6805614	0.5044861	0.0016373703	0.011319399
ZBTB14	2.617222	2.6285403	-0.011318207	-0.20351693	0.8407781	0.018800678	0.011318207
TMLHE-AS1	0.057040475	0.06835792	-0.011317447	-0.70327306	0.49074173	0.0015146269	0.011317447
PRRC2B	3.913024	3.9017131	0.011310816	0.14639136	0.88510513	0.03573045	0.011310816
GPRC5A	0.032526202	0.021215433	0.011310769	1.0092533	0.3244874	0.000809805	0.011310769
AC004528.2	0.04745651	0.058766097	-0.011309586	-0.797049	0.4362104	0.0011482745	0.011309586
AC002044.1	0.01737793	0.0060799858	0.011297944	1.4943647	0.14818257	0.00046370993	0.011297944
ADPRHL1	0.23449458	0.2231992	0.011295378	0.49811676	0.6240992	0.0030508179	0.011295378
CEACAM19	0.055412915	0.06670816	-0.011295248	-0.71900165	0.48269188	0.0013250456	0.011295248
AL512308.1	0.105703205	0.09441055	0.011292651	0.37523812	0.7108116	0.0064258967	0.011292651
CPNE2	1.6608171	1.6721029	-0.011285782	-0.09316924	0.9265496	0.103761524	0.011285782
AC011611.3	0.015650485	0.004365791	0.011284694	2.152533	0.0433089	0.00026518997	0.011284694
LMNTD1	0.050102953	0.061384697	-0.011281744	-0.83905053	0.41831997	0.0008196121	0.011281744
AL031770.1	0.11449552	0.1257755	-0.011279978	-0.38484544	0.7062588	0.0041825203	0.011279978
LINC02395	0.053792465	0.042519316	0.011273149	0.84240234	0.40817058	0.0012496943	0.011273149
GDF5	0.032501	0.021230381	0.01127062	0.98658425	0.34286368	0.0006206164	0.01127062
TBC1D31	2.0422378	2.0309691	0.011268616	0.16202481	0.8727184	0.032251824	0.011268616
AC116158.1	0.2631394	0.27440578	-0.011266381	-0.35512155	0.72585535	0.0065878606	0.011266381
ATL2	2.6555643	2.6668286	-0.011264324	-0.2262559	0.82310045	0.016021527	0.011264324
AL512791.1	0.096668184	0.08540474	0.011263445	0.41841695	0.68018603	0.0043631615	0.011263445
AC055811.1	0.055769917	0.06703075	-0.011260834	-0.6498459	0.52336985	0.001819849	0.011260834
AC137834.2	0.04026352	0.029006323	0.011257196	0.9692696	0.34212133	0.000996139	0.011257196
PCDH10	0.012754877	0.0014989551	0.011255922	1.9610264	0.06634823	0.00033398165	0.011255922
AL391807.1	0.045429207	0.034173626	0.011255581	0.2776109	0.7836968	0.012397173	0.011255581
INHBA-AS1	0.033510707	0.02225929	0.011251418	1.1416976	0.2649838	0.00071332016	0.011251418
AL590096.1	0.08958131	0.07833017	0.011251144	0.79598033	0.43390146	0.0014506088	0.011251144
AL359844.1	0.023302382	0.034548055	-0.0112456735	-1.0435396	0.3148363	0.0005908122	0.0112456735
PKP4	1.7199311	1.7086904	0.011240721	0.17089923	0.86582357	0.028705224	0.011240721
AC084018.2	1.6490272	1.6377884	0.011238813	0.09378751	0.9261022	0.09544112	0.011238813
AC004906.1	0.03747896	0.026240598	0.011238363	0.92746854	0.36368302	0.0009867531	0.011238363
AL731566.3	0.031574734	0.0428119	-0.011237167	-0.9664186	0.34532642	0.0008515002	0.011237167
AC009145.1	0.028209122	0.039443165	-0.011234043	-0.77613497	0.45070967	0.0010504833	0.011234043
AC116099.1	0.008926902	0.020156428	-0.011229526	-1.7817025	0.095631324	0.0002302667	0.011229526
AP002478.2	0.011226781	0.0	0.011226781	1.6847703	0.11271935	0.00045731064	0.011226781
SULT1C2	0.059617773	0.048391096	0.011226676	0.87427104	0.3970824	0.00082624843	0.011226676
KLRC2	0.021411967	0.03263748	-0.011225514	-0.65031683	0.52380234	0.0017091244	0.011225514
C6orf47-AS1	0.2094284	0.19820513	0.0112232715	0.33824292	0.73893255	0.0064366003	0.0112232715
PARL	3.6413026	3.630096	0.011206627	0.22449124	0.82429475	0.01761174	0.011206627
AC023794.6	0.014632233	0.025838748	-0.011206514	-1.1502607	0.26485357	0.0005745325	0.011206514
CX3CL1	0.043094937	0.054299243	-0.011204306	-1.2095274	0.2439769	0.00048616127	0.011204306
AC005740.5	0.10164906	0.112846635	-0.011197574	-0.42680538	0.6746005	0.003927279	0.011197574
AC073225.1	0.2762518	0.26505727	0.011194527	0.17494696	0.86288404	0.024771389	0.011194527
ZNF320	0.32661283	0.31542012	0.011192709	0.2834457	0.7792987	0.012020735	0.011192709
YAP1	0.05132101	0.06251047	-0.011189457	-0.6632802	0.5159369	0.0016034286	0.011189457
DIS3L2	2.9414272	2.952611	-0.011183739	-0.13650025	0.8932769	0.033868648	0.011183739
AC020912.1	0.02080134	0.009619816	0.011181523	1.4961891	0.14770402	0.00045269303	0.011181523
AC012651.1	0.034462634	0.04564116	-0.011178527	-0.28919837	0.7755429	0.0088180555	0.011178527
AC026367.1	0.12480884	0.11363932	0.011169523	0.5835773	0.5663847	0.0021742508	0.011169523
AL136531.1	0.40580535	0.39464194	0.0111634135	0.225037	0.8252723	0.011920035	0.0111634135
Z85996.3	0.092931464	0.08177056	0.011160903	0.53210217	0.6016624	0.0024195265	0.011160903
C19orf48	2.8942666	2.8831122	0.011154413	0.27114573	0.78947103	0.009438902	0.011154413
AC087071.1	0.40987062	0.4210232	-0.0111525655	-0.17385238	0.86361307	0.034414772	0.0111525655
AC010889.2	0.15616207	0.14501503	0.011147037	0.09340303	0.926592	0.081935465	0.011147037
PSPN	0.6518295	0.64069164	0.011137843	0.25645548	0.7999345	0.012454923	0.011137843
AC007848.1	0.012360018	0.0012305403	0.011129477	1.1549788	0.26560134	0.00091280486	0.011129477
UPF3A	4.2504835	4.239354	0.011129379	0.15635404	0.8774857	0.028857669	0.011129379
AC018511.2	0.014556892	0.025684405	-0.011127513	-1.0033469	0.33737347	0.00054407987	0.011127513
GFI1B	0.12416352	0.113038994	0.011124529	0.7187437	0.47950885	0.0019292112	0.011124529
SIDT2	2.0423496	2.031226	0.011123657	0.13694312	0.8925949	0.03747391	0.011123657
AC008764.8	1.9375781	1.948692	-0.011113882	-0.23104806	0.8203369	0.011973009	0.011113882
LINC01905	0.0008644036	0.011975216	-0.011110812	-1.3427764	0.21153575	0.0002813537	0.011110812
FGF23	0.12716582	0.13827518	-0.011109352	-0.3977843	0.6970124	0.0037634308	0.011109352
FAM71D	0.17113578	0.16002849	0.011107296	0.27595124	0.7859197	0.008906241	0.011107296
AC004921.2	0.18586002	0.1747555	0.011104524	0.26459587	0.7945601	0.00959093	0.011104524
RNPC3	3.6987128	3.6876118	0.011101007	0.14067854	0.8897259	0.03483303	0.011101007
EMID1	0.029161118	0.0402608	-0.011099681	-0.996419	0.33236882	0.0007306305	0.011099681
AC098828.2	0.0052579734	0.016355738	-0.011097765	-1.137024	0.2822093	0.0004012526	0.011097765
LARP6	0.031726338	0.042822372	-0.011096034	-0.8351871	0.41275883	0.0011564004	0.011096034
AC012157.1	0.00570387	0.016796434	-0.011092564	-0.9119649	0.38016152	0.00067784515	0.011092564
ACOX3	1.5770968	1.5881857	-0.011088848	-0.22077875	0.82727677	0.020618005	0.011088848
AC064807.4	0.14121348	0.15229413	-0.0110806525	-0.50252193	0.62233424	0.002564404	0.0110806525
MED14OS	0.7365592	0.7476386	-0.011079371	-0.31821054	0.75317997	0.009621749	0.011079371
GLMN	2.7084901	2.6974158	0.011074305	0.17510292	0.86247265	0.030110342	0.011074305
AF131216.4	0.16164996	0.15057658	0.011073381	0.4428092	0.6627167	0.0037832381	0.011073381
AL161910.1	0.017140307	0.006068575	0.011071731	1.8587469	0.07557981	0.00030441	0.011071731
AC007163.1	0.022926357	0.011857261	0.011069096	1.7166808	0.10119964	0.00028484195	0.011069096
IDUA	1.8026748	1.7916088	0.01106596	0.12451091	0.9020805	0.049852174	0.01106596
AL365440.2	0.0008423762	0.011906232	-0.011063855	-0.926932	0.37791526	0.00054727367	0.011063855
SPATA17	0.06641093	0.05534771	0.011063218	0.57110244	0.5748071	0.0021931687	0.011063218
ATP1B4	0.0067448094	0.017806353	-0.011061544	-1.7998307	0.09530101	0.00020599448	0.011061544
AL591721.1	0.04191644	0.052977163	-0.011060722	-1.0063944	0.32722172	0.00072616915	0.011060722
GDNF-AS1	0.03725795	0.026200507	0.011057444	0.7137205	0.4823834	0.0017099231	0.011057444
AC104564.1	0.023625165	0.03468242	-0.011057254	-0.9028384	0.3795152	0.000842061	0.011057254
KLK11	0.0251639	0.036219243	-0.011055343	-0.8257784	0.42423663	0.0008540688	0.011055343
CYP2W1	0.044905618	0.03385263	0.0110529885	1.0216708	0.31778175	0.000803544	0.0110529885
LINC00565	0.78377146	0.79482067	-0.011049211	-0.10016164	0.92145663	0.06458744	0.011049211
AL359076.1	0.09895564	0.08790964	0.011046	0.76455504	0.4526661	0.0013805432	0.011046
DRICH1	0.123877205	0.13492274	-0.011045538	-0.30382633	0.7645851	0.0077422513	0.011045538
AC068700.2	0.056370035	0.06741189	-0.011041857	-0.58223593	0.5687971	0.0018976666	0.011041857
AC009159.1	0.022405874	0.011376454	0.01102942	1.2810003	0.2124348	0.0005763073	0.01102942
AC099066.1	0.0043377634	0.0153646115	-0.011026848	-1.6808172	0.12287087	0.00020190021	0.011026848
TBC1D16	0.41719502	0.40616828	0.01102674	0.26133373	0.7972832	0.009273989	0.01102674
LINC02226	0.007045569	0.018070992	-0.011025423	-1.3220185	0.21282578	0.00032281017	0.011025423
RARRES1	0.050984614	0.062009573	-0.011024959	-0.91851926	0.3679615	0.0009928915	0.011024959
AC034198.2	0.11308873	0.12411296	-0.011024237	-0.6067132	0.55039054	0.0021306246	0.011024237
CXCL9	0.012539133	0.0015191382	0.011019995	1.4847989	0.15669207	0.0005448552	0.011019995
AC099521.1	0.044109553	0.033091642	0.011017911	0.76264715	0.45311427	0.0015420461	0.011017911
ABI2	3.215803	3.2268167	-0.011013746	-0.14577265	0.88576436	0.03190827	0.011013746
SV2B	0.027665323	0.016651908	0.011013415	1.0582887	0.30076545	0.0007719883	0.011013415
PRSS21	0.7396154	0.72860265	0.011012733	0.062659696	0.9509311	0.15043107	0.011012733
AC107294.2	0.14167394	0.13066392	0.011010021	0.31191015	0.75887245	0.006896632	0.011010021
INKA2-AS1	0.019543849	0.008534268	0.011009581	1.9183034	0.06926993	0.00031299482	0.011009581
AC015961.1	0.07271305	0.08371627	-0.011003226	-0.6946663	0.4961381	0.0014526945	0.011003226
AC005520.1	0.0057961014	0.016796434	-0.011000333	-0.9011275	0.38543415	0.00068762206	0.011000333
AC005034.4	0.06445637	0.053457487	0.010998886	0.80810696	0.4298178	0.0010668229	0.010998886
AP001267.2	0.30237377	0.31336734	-0.01099357	-0.38932574	0.7011793	0.0048321104	0.01099357
AC090739.1	0.4683318	0.45733982	0.010991991	0.21752058	0.829669	0.017885184	0.010991991
LINC01641	0.050151255	0.039160065	0.01099119	1.207652	0.24209987	0.0005131203	0.01099119
AC247036.1	0.0060854824	0.01707531	-0.010989827	-1.1385065	0.28040588	0.00040562512	0.010989827
ZC3H11A	1.0317302	1.0207475	0.010982633	0.1667537	0.86898464	0.030260867	0.010982633
AL592430.1	0.19043729	0.17945555	0.010981739	0.3396767	0.73818624	0.0058248425	0.010981739
AL117327.1	0.021275269	0.01029871	0.010976559	1.5854656	0.12756951	0.00043112025	0.010976559
STAC2	0.2654501	0.2764247	-0.010974616	-0.2062939	0.83947116	0.014055865	0.010974616
PPP4R1-AS1	0.045139633	0.034165423	0.01097421	0.6044279	0.5512317	0.0024400835	0.01097421
AC116036.2	0.01937978	0.008405761	0.010974019	1.9575067	0.062491186	0.00027894802	0.010974019
AP005717.1	0.12507522	0.11410253	0.010972694	0.5836223	0.5657373	0.0022280226	0.010972694
ZBTB44-DT	0.40710488	0.39614066	0.010964215	0.13350941	0.89538276	0.03669263	0.010964215
MT1A	0.013409832	0.002446122	0.01096371	3.0081844	0.0061878245	0.00012120705	0.01096371
AL391832.3	0.014685927	0.0037278973	0.01095803	1.895257	0.07155762	0.00030807147	0.01095803
AC080078.2	0.039239556	0.02828483	0.0109547265	0.9975553	0.33036804	0.00076101435	0.0109547265
DENND6A-AS1	0.2517438	0.24079783	0.010945961	0.3360864	0.7397423	0.0075976304	0.010945961
AL138899.1	0.04991475	0.060859192	-0.010944441	-0.85468364	0.4070908	0.0008329593	0.010944441
ERBIN	4.4009356	4.4118643	-0.010928631	-0.15658912	0.87726325	0.028131714	0.010928631
DHRS3	3.025881	3.0149536	0.010927439	0.09385369	0.92636395	0.07280279	0.010927439
ADAD2	0.03133312	0.020406084	0.010927035	1.243093	0.2338249	0.00041251603	0.010927035
AL391834.2	1.148554	1.1594765	-0.010922551	-0.15060715	0.8815916	0.035713278	0.010922551
PHKA2-AS1	0.12448856	0.13541111	-0.010922551	-0.3307867	0.7459448	0.0052113286	0.010922551
AC078802.1	0.12296629	0.11204933	0.010916963	0.55827	0.58249277	0.0024410142	0.010916963
METTL21A	2.8965073	2.885593	0.010914326	0.23699602	0.8146825	0.016083471	0.010914326
AL031670.1	0.14850065	0.15941232	-0.010911673	-0.5437133	0.59342366	0.002291193	0.010911673
LINC01122	0.016030263	0.026939472	-0.010909209	-0.76377976	0.45925507	0.0009568686	0.010909209
BRPF3	1.9224682	1.9115639	0.010904312	0.18324892	0.85658234	0.02053216	0.010904312
AC027514.2	0.019337224	0.030239698	-0.010902474	-1.0370839	0.31877327	0.0005433104	0.010902474
JADE3	0.054198176	0.04329575	0.010902427	0.7492376	0.460995	0.0015840377	0.010902427
LIPJ	0.018580023	0.029482046	-0.010902023	-1.6000239	0.1237709	0.00033133698	0.010902023
MFSD2B	0.11804904	0.12893829	-0.010889247	-0.4639333	0.649516	0.0027994837	0.010889247
AC008569.1	0.081499375	0.0706137	0.010885678	0.75282025	0.4590083	0.0014848674	0.010885678
AC124798.1	0.228278	0.2391634	-0.010885403	-0.25319755	0.80344605	0.009633129	0.010885403
RTL8B	0.031342544	0.042226616	-0.010884073	-1.2121534	0.23960543	0.0005164364	0.010884073
EHD4-AS1	0.013898056	0.0030180935	0.010879963	2.1838403	0.04096853	0.00024312458	0.010879963
HOXA10	0.02160766	0.032486737	-0.010879077	-1.2025248	0.24573736	0.00047662258	0.010879077
LINC01829	0.065994546	0.0551171	0.010877445	0.7364683	0.47125107	0.0012428211	0.010877445
SIM2	0.06714883	0.05627657	0.010872256	1.0275224	0.31443584	0.0008649419	0.010872256
IGHV3-37	0.012368942	0.0014989551	0.010869986	2.3743184	0.028660625	0.00021681433	0.010869986
SLC19A3	0.1927503	0.18188083	0.010869473	0.2737783	0.78744864	0.00884253	0.010869473
AC108134.4	0.023661856	0.012795394	0.010866461	1.2193515	0.23467138	0.00059024175	0.010866461
LSG1	3.0227442	3.03361	-0.010865927	-0.11376656	0.9107151	0.050992094	0.010865927
LINC01342	0.014165341	0.0033013888	0.010863952	1.9761658	0.06196949	0.00028940602	0.010863952
AC135048.3	0.12068368	0.13154598	-0.010862298	-0.5352342	0.5974646	0.0029331786	0.010862298
ACTRT3	0.04459908	0.033737157	0.010861922	1.0671628	0.29992124	0.0006188055	0.010861922
AC127496.6	0.019068392	0.008206727	0.010861665	1.9875697	0.058705352	0.000234175	0.010861665
AC015911.2	0.014954367	0.0040927758	0.0108615905	2.197256	0.0379069	0.00021102079	0.0108615905
AC104695.2	0.052601658	0.04174164	0.010860018	0.7791845	0.4461904	0.0011185474	0.010860018
AL357075.4	0.0137083605	0.0028486936	0.010859666	2.3649404	0.028013544	0.0002095169	0.010859666
LINC00672	1.9335011	1.9226418	0.01085937	0.09663118	0.92398536	0.076226614	0.01085937
CYP4F11	0.02051324	0.009659087	0.010854153	1.0237751	0.31792858	0.0009922981	0.010854153
KIR2DL1	0.025897242	0.0150457	0.010851542	0.9246588	0.36475456	0.0011258669	0.010851542
PTPRR	0.012439182	0.0015918066	0.010847376	2.1452963	0.045728467	0.0002592011	0.010847376
FSTL1	0.016258996	0.00541511	0.010843886	1.9598514	0.062234495	0.00027241328	0.010843886
HORMAD2	0.030163923	0.019320957	0.010842966	1.2288735	0.23112907	0.0005807394	0.010842966
GALNT15	0.059266284	0.07010688	-0.010840595	-0.67085	0.513924	0.0012594325	0.010840595
AC091806.1	0.12302308	0.11218877	0.0108343065	0.12908442	0.89876515	0.0392988	0.0108343065
AC009065.5	0.058884926	0.06971699	-0.010832064	-0.5046354	0.6210745	0.0023926327	0.010832064
FAM87B	0.039534327	0.050366305	-0.010831978	-0.78772837	0.44076666	0.0011235618	0.010831978
AP001107.5	0.017817624	0.0069878674	0.010829756	1.5974538	0.12347568	0.00038431128	0.010829756
ATP5MF-PTCD1	0.0126499245	0.023478493	-0.010828569	-0.58814055	0.5652187	0.0017541436	0.010828569
PLEKHA6	0.055086844	0.06591348	-0.01082664	-0.52441436	0.606025	0.0037890524	0.01082664
APCDD1	0.043576345	0.032754697	0.010821648	0.742255	0.46669668	0.0013021824	0.010821648
C2orf50	0.29049927	0.27968323	0.010816038	0.4541099	0.6538986	0.003983566	0.010816038
AC105328.1	0.027637556	0.016822092	0.010815464	1.2322724	0.23092179	0.0005254575	0.010815464
AL356272.1	0.054336544	0.04352546	0.010811083	0.22673622	0.82255137	0.016503075	0.010811083
ANK2	0.020345425	0.009537312	0.010808113	1.1946951	0.24407111	0.0006609266	0.010808113
TMPRSS9	0.061649356	0.050842278	0.010807078	0.69221133	0.4984445	0.0013418571	0.010807078
KIAA1211L	0.26669344	0.2774988	-0.010805368	-0.2622484	0.7964469	0.009066326	0.010805368
FER1L5	0.03218701	0.021382267	0.010804744	1.2162136	0.23574021	0.0006022373	0.010804744
CARNMT1-AS1	0.27700055	0.28780407	-0.010803521	-0.15471767	0.8786621	0.028746746	0.010803521
AC243830.1	0.19999674	0.18919547	0.010801271	0.39659637	0.6955299	0.0047870902	0.010801271
GAS1RR	0.04123757	0.030437216	0.010800354	1.0150138	0.32136676	0.0007497002	0.010800354
