gene	mean_case_log1p_cpm	mean_control_log1p_cpm	delta_case_minus_control	welch_t	welch_p	donor_variance	abs_delta
MPEG1	4.231307	3.6287997	0.60250735	4.3748856	0.00016726326	0.30111393	0.60250735
RPS26	7.266588	7.8688273	-0.60223913	-2.2657359	0.032793038	0.8596541	0.60223913
LTBR	2.4703906	1.8690757	0.6013149	5.2650223	8.740901e-06	0.2556773	0.6013149
SNCA	2.553945	1.9529802	0.6009649	2.3228102	0.027824324	0.9067579	0.6009649
SECTM1	2.5412273	1.9404073	0.60082006	4.6926265	2.94177e-05	0.36785033	0.60082006
VSTM1	2.1800807	1.5793701	0.6007105	2.3703413	0.028235044	0.6624841	0.6007105
SIGLEC14	2.2555428	1.6551311	0.60041165	3.3264058	0.0019131843	0.61986905	0.60041165
CTD-2521M24.9	3.193116	2.592967	0.6001489	7.4419217	5.7645777e-09	0.17641777	0.6001489
SPHK1	1.6204864	1.0212871	0.5991993	4.937901	3.5155965e-05	0.25187796	0.5991993
UBE2C	1.5856713	0.98658776	0.59908354	3.2056065	0.0025936582	0.7794013	0.59908354
MYOF	1.7338325	1.134942	0.5988904	4.7680535	3.098023e-05	0.31151637	0.5988904
CTSS	6.539316	5.9406476	0.5986686	4.5594754	0.00012807705	0.26148647	0.5986686
LRRC26	0.7822137	1.3803414	-0.5981277	-4.1235886	0.00076492137	0.22806104	0.5981277
AGFG1	2.7911513	2.1935894	0.59756184	6.3260746	4.151509e-07	0.19462053	0.59756184
KIAA1598	2.3618653	1.7646477	0.59721756	3.1573753	0.0054194964	0.3745645	0.59721756
RP11-262H14.3	0.82358587	0.22744836	0.5961375	2.6049082	0.014460761	0.74093294	0.5961375
TK1	1.883109	1.2870218	0.5960872	3.6874566	0.0006545348	0.60600805	0.5960872
IL1R2	1.3881325	0.79234403	0.5957884	3.0343125	0.004171895	0.8687255	0.5957884
PRAM1	3.2778687	2.6828735	0.59499526	4.269825	0.00025410706	0.2901606	0.59499526
CTA-384D8.35	0.9648697	0.3704181	0.59445155	6.5821166	6.6116954e-08	0.23875515	0.59445155
IFITM1	5.9327703	5.3390303	0.59374	3.1767993	0.0046598553	0.4055589	0.59374
KIAA0101	2.6294599	2.037069	0.5923908	3.5962	0.00084556657	0.60706306	0.5923908
FES	3.0163121	2.4248362	0.59147596	4.6340804	6.684096e-05	0.28345317	0.59147596
RP1-3J17.3	3.0055752	2.4143279	0.5912473	1.2905061	0.21424371	1.7264533	0.5912473
LPCAT2	2.363586	1.7724346	0.59115136	4.3841496	0.0001374794	0.30597252	0.59115136
GK	2.3075175	1.7170875	0.59043	6.4934106	7.7482376e-08	0.2258339	0.59043
ADAM9	1.8337847	1.2435999	0.5901848	5.6777124	6.7016013e-06	0.19134852	0.5901848
F5	1.8472934	1.257713	0.5895804	5.955108	1.4309226e-06	0.20064646	0.5895804
PLXDC2	2.841736	2.2529001	0.58883595	4.045573	0.00047462308	0.30253926	0.58883595
TNS3	1.5425042	0.9546268	0.5878774	5.422493	7.89741e-06	0.21938787	0.5878774
IQSEC2	1.5057598	0.9179278	0.58783203	4.826626	4.326955e-05	0.25644058	0.58783203
CD70	1.6176022	1.0299954	0.5876068	4.777573	2.1948617e-05	0.35145503	0.5876068
TRIM25	2.7086937	2.1220143	0.58667946	6.91761	2.5984242e-08	0.18811618	0.58667946
CD86	3.4510503	2.8644996	0.5865507	4.518466	9.004279e-05	0.2920638	0.5865507
CLU	2.490421	1.9038864	0.5865346	3.0343473	0.004149927	0.74823326	0.5865346
CFD	5.077823	4.4920783	0.58574486	3.0059578	0.005907578	0.5101618	0.58574486
TNFAIP2	3.267591	2.683573	0.584018	3.334458	0.0031062858	0.3743543	0.584018
LRP1	2.8062153	2.2226725	0.5835428	4.05173	0.00045946304	0.29852858	0.5835428
HBEGF	2.859663	2.276261	0.5834019	2.7921467	0.010041824	0.55974054	0.5834019
NUSAP1	1.7912232	1.2079842	0.58323896	4.152893	0.00015817242	0.43360314	0.58323896
MARCKS	3.848815	3.2672143	0.58160067	3.6430576	0.0007604358	0.50869787	0.58160067
DRAM1	2.0605493	1.4792361	0.58131313	5.2125216	7.6170695e-06	0.25940266	0.58131313
KCNE3	2.6029336	2.0232852	0.5796485	4.0692234	0.00048834656	0.28010148	0.5796485
CSF3R	3.9221306	3.343666	0.5784645	3.3434734	0.002746574	0.39534685	0.5784645
CARD16	5.1197586	4.5413013	0.57845736	5.1854672	1.9252286e-05	0.21602672	0.57845736
LYPD3	2.106964	2.6852815	-0.5783174	-3.6563282	0.00095765985	0.4030768	0.5783174
VNN1	1.5066757	0.928455	0.5782207	3.7320106	0.0010506503	0.33027828	0.5782207
GRINA	3.8297157	3.2518272	0.5778885	6.2869105	2.7547802e-07	0.196207	0.5778885
TNFSF10	4.2590976	3.6815498	0.5775478	4.172939	0.00014785373	0.43041414	0.5775478
RP11-277L2.4	4.2182727	3.6409254	0.5773473	4.793949	3.0938783e-05	0.2803252	0.5773473
TKTL1	1.4908916	2.0678556	-0.576964	-5.7917447	8.613167e-06	0.16495956	0.576964
FKBP5	4.0671754	3.4914765	0.57569885	3.7632668	0.00051533215	0.5053746	0.57569885
CDK1	1.2878293	0.71219623	0.57563305	4.0643573	0.0002208937	0.49626604	0.57563305
KLHDC7B	2.388207	1.8146217	0.5735853	4.2978697	0.00011578963	0.35272375	0.5735853
BST2	5.2545147	4.680937	0.5735779	5.853405	7.328346e-07	0.26636463	0.5735779
RNASE6	4.2087226	3.6354203	0.57330227	4.7057166	3.2585416e-05	0.30685413	0.57330227
BEST1	3.1659813	2.593482	0.5724993	3.3087842	0.0034931765	0.34801447	0.5724993
PLXNB2	2.7758522	2.2035332	0.57231903	4.082274	0.00034727016	0.30842343	0.57231903
KRT86	0.5137488	1.0857803	-0.57203144	-3.7554069	0.0021939196	0.19936796	0.57203144
NCF2	3.9759467	3.407754	0.5681927	3.879759	0.00066420913	0.3128361	0.5681927
NUDT16	3.3228052	2.7550027	0.5678024	4.930444	1.4596479e-05	0.2920165	0.5678024
PLA2G7	1.8106009	1.2430308	0.5675701	3.0067916	0.0076546194	0.36023203	0.5675701
SCARB2	2.8822267	2.3175066	0.56472015	6.144172	2.9363613e-07	0.20715068	0.56472015
ZEB2	4.57913	4.0146523	0.5644779	4.66137	0.00017833176	0.19060308	0.5644779
NPL	2.578178	2.0140433	0.5641346	5.213826	7.754394e-06	0.24285486	0.5641346
C10orf11	2.0120134	1.4480733	0.56394017	3.9644113	0.0008037004	0.2472453	0.56394017
KLRF1	3.304887	3.8678641	-0.5629771	-2.8610048	0.010781101	0.3707156	0.5629771
RAB34	2.7586246	2.1973693	0.5612552	6.305173	7.8907664e-07	0.16145095	0.5612552
SLC25A37	3.8796268	3.3184798	0.561147	4.8231373	1.8871846e-05	0.32361537	0.561147
SEMA6B	1.7269776	1.1666776	0.5603	5.61529	3.1079057e-06	0.20262742	0.5603
ST3GAL6	2.1547077	1.5947895	0.55991817	4.4580154	0.00011881173	0.26247337	0.55991817
TNFAIP6	1.9101739	1.3503261	0.55984783	2.6643193	0.012264721	0.65416974	0.55984783
MBD2	3.305328	2.7461317	0.55919623	6.437718	4.1562743e-07	0.16094549	0.55919623
CNTNAP2	0.52685934	1.0858388	-0.55897945	-4.276979	0.0003303342	0.2310876	0.55897945
FFAR3	0.80957663	0.25063896	0.55893767	7.1168075	1.0508693e-08	0.18519957	0.55893767
RP4-575N6.4	1.1520628	1.7100308	-0.557968	-5.630248	1.2235256e-05	0.16042921	0.557968
GAB2	1.870626	1.313732	0.55689394	5.148259	1.2688543e-05	0.22513156	0.55689394
CCL3	5.4022956	4.845795	0.55650043	2.7716749	0.009603879	0.58840716	0.55650043
TYROBP	6.924238	6.3699846	0.5542536	3.6625764	0.0012791904	0.3085337	0.5542536
TMEM176B	2.8044157	2.2506673	0.55374837	1.2649639	0.22053826	1.8638067	0.55374837
ANKRD28	3.797285	3.2441518	0.55313325	4.2936707	0.00022560272	0.25370967	0.55313325
TMEM144	1.1000482	0.548539	0.5515092	5.743474	2.2310855e-06	0.18888904	0.5515092
RP11-597D13.9	0.91289574	0.3621932	0.5507026	5.530027	4.0748255e-06	0.19929682	0.5507026
DGAT2	1.0728738	0.52220553	0.5506683	7.2740846	1.2008205e-08	0.14946163	0.5506683
CCNB2	1.0997311	0.54908776	0.5506433	3.9741766	0.0003132934	0.49423453	0.5506433
CXCL2	3.2853432	2.7349908	0.55035233	2.3979917	0.02325493	0.7369869	0.55035233
TPX2	1.0968097	0.54774475	0.549065	4.4442997	6.4183216e-05	0.3669407	0.549065
CDK2AP1	1.541079	0.99248755	0.5485915	4.278974	0.00025794798	0.24253742	0.5485915
RP6-99M1.2	1.9666076	1.4180886	0.548519	4.1882687	0.00037776577	0.23662584	0.548519
PRDM1	3.1617324	2.6132963	0.54843616	4.8493104	4.5509605e-05	0.21566889	0.54843616
PSAP	6.32939	5.781015	0.5483751	4.73024	3.7712354e-05	0.25754884	0.5483751
TLR7	1.5523938	1.0041822	0.5482116	4.4838996	5.8972175e-05	0.32001656	0.5482116
CLEC7A	4.4751883	3.9273298	0.5478585	3.7643359	0.0006699694	0.35767764	0.5478585
GNS	3.3034391	2.755976	0.5474632	4.418332	0.00021885935	0.2164034	0.5474632
PELI1	3.4859204	2.938574	0.54734635	6.2474456	2.0990385e-07	0.19014944	0.54734635
CTC-246B18.10	1.851861	1.3048383	0.5470227	6.275296	2.1609605e-07	0.18426272	0.5470227
HMOX1	3.169038	2.6220243	0.54701376	4.092696	0.00023392876	0.33104318	0.54701376
RIPK2	3.567976	3.0213714	0.54660463	5.5014515	3.8991398e-06	0.20249823	0.54660463
IL13RA1	2.8346908	2.2884667	0.5462241	4.146799	0.00026566908	0.2846873	0.5462241
S100A6	7.5965295	7.050793	0.5457363	6.048927	1.5961064e-06	0.16057467	0.5457363
CYFIP1	2.2430668	1.6975647	0.54550207	5.0491104	1.6132744e-05	0.22491252	0.54550207
MXD1	3.4837391	2.9385679	0.54517126	3.9617038	0.00043596842	0.30664855	0.54517126
TGM1	0.71294284	0.16782846	0.5451144	5.01777	1.490859e-05	0.33323672	0.5451144
CLEC4A	3.603954	3.058873	0.54508114	3.9584408	0.00051988487	0.28423285	0.54508114
ARHGEF10L	1.4978646	0.95391977	0.54394484	5.3118963	4.522768e-06	0.23437783	0.54394484
CTNNA1	2.7636983	2.2207043	0.542994	4.695279	7.418295e-05	0.21738318	0.542994
TCL1A	3.6544375	4.196996	-0.54255867	-2.5259106	0.015414321	0.92118746	0.54255867
ETS2	3.1648223	2.6233358	0.5414865	3.6111698	0.0013041088	0.3213625	0.5414865
CPPED1	3.4771166	2.936461	0.5406556	4.532625	7.3919895e-05	0.25976622	0.5406556
ADAP2	2.3903134	1.8498284	0.540485	4.5961447	5.9479917e-05	0.25671944	0.540485
SH3TC1	2.4317281	1.8912982	0.54042995	6.6542134	4.5616744e-08	0.18498115	0.54042995
FNDC3B	2.8634946	2.3233416	0.540153	5.5106444	8.773328e-06	0.17099802	0.540153
LYPD2	1.5638561	2.1037772	-0.53992105	-2.1610494	0.03941094	0.8472178	0.53992105
FCER1A	2.7023404	3.2419443	-0.53960395	-2.6613672	0.013218275	0.54427326	0.53960395
LILRA1	2.4276097	1.8880134	0.5395963	4.440461	0.0001198462	0.2484022	0.5395963
PILRA	3.744175	3.2049775	0.53919744	3.8250654	0.0005024912	0.36277413	0.53919744
PGD	3.856612	3.3175135	0.5390985	5.974474	1.3274788e-06	0.16748428	0.5390985
ALDH3B1	2.4678147	1.9288375	0.53897715	4.391045	0.00015750751	0.24095024	0.53897715
GLT1D1	1.7762657	1.2375727	0.5386931	4.5122595	6.991226e-05	0.27045706	0.5386931
CDC42EP2	1.3224466	0.7851856	0.537261	4.581518	4.2339503e-05	0.33951753	0.537261
VNN3	1.0506524	0.5146942	0.5359582	4.553173	0.000103464256	0.22455873	0.5359582
FGR	4.7210526	4.1850996	0.53595304	4.0975704	0.0004162411	0.24570759	0.53595304
ELL2	2.335765	1.800525	0.53523993	4.374793	0.00019405858	0.22626765	0.53523993
SCT	0.8365347	1.371687	-0.5351524	-3.1722264	0.00587334	0.26668853	0.5351524
MIR4435-1HG	3.581168	3.0462403	0.5349276	3.4548974	0.0022640857	0.30304644	0.5349276
TTC9	1.7802762	2.3148634	-0.53458726	-4.3922935	0.00039334272	0.17341611	0.53458726
S100A11	6.232568	5.698265	0.5343027	3.7062938	0.0010520106	0.29524118	0.5343027
KIF13A	1.8015411	1.267276	0.53426504	4.251119	0.00028103834	0.23109742	0.53426504
MKI67	1.6662207	1.1320434	0.5341773	3.125036	0.0033100143	0.6825658	0.5341773
IL27	0.6691805	0.13613015	0.53305036	6.3437076	2.0408656e-07	0.21392407	0.53305036
CD300C	2.3875175	1.8545121	0.53300536	3.4851954	0.0016798186	0.3454043	0.53300536
IGSF6	3.5649858	3.032057	0.5329287	3.094233	0.005797491	0.3315324	0.5329287
FAM49A	3.2052422	2.673334	0.5319083	4.2034	0.00022430574	0.2656351	0.5319083
NEIL1	2.0713153	2.6028063	-0.53149104	-6.2065415	1.1058102e-06	0.14643839	0.53149104
HBG2	1.9626229	1.4313905	0.53123236	0.78371185	0.4430692	4.104746	0.53123236
JUP	2.2560217	1.7255528	0.53046894	3.3012013	0.002025981	0.5014443	0.53046894
CCRL2	1.5395558	1.0092988	0.530257	5.833421	7.113091e-07	0.20602937	0.530257
NLRC4	1.3921487	0.8622415	0.5299072	5.4904256	2.332044e-06	0.21843787	0.5299072
RGS18	3.2665207	2.7367017	0.529819	3.7137036	0.0007387567	0.3516288	0.529819
AIF1	6.3127604	5.7840443	0.5287161	4.2433176	0.00022540014	0.24770474	0.5287161
CTSB	4.5415297	4.012956	0.5285735	5.507458	3.3428473e-06	0.19413261	0.5285735
GSTT1	1.3664302	1.8947384	-0.5283083	-2.0611181	0.052185033	0.6933162	0.5283083
CPNE8	1.9419565	1.4137446	0.52821195	4.8498693	3.5679117e-05	0.2122693	0.52821195
SLC43A2	3.3765664	2.8487206	0.52784586	4.268721	0.00012242825	0.30785882	0.52784586
SLITRK4	0.9887062	0.4610265	0.5276797	7.493034	3.4185403e-09	0.141476	0.5276797
PNRC2	2.8728588	2.3452566	0.5276022	1.8049462	0.09414156	0.5138278	0.5276022
RP11-111A22.1	0.47824576	1.0052947	-0.52704895	-3.6453083	0.002193681	0.2065993	0.52704895
KLF4	4.850633	4.325151	0.5254822	3.1802592	0.004083062	0.35460827	0.5254822
ANG	1.4367983	0.91132927	0.52546906	5.0717883	8.432928e-06	0.2616599	0.52546906
HSPA6	1.5067669	0.98137957	0.52538735	4.4936895	0.00012128558	0.2201185	0.52538735
LILRA2	3.0992942	2.5744684	0.5248258	3.3660078	0.0025404075	0.32739645	0.5248258
CHST15	2.0436215	1.5191306	0.52449095	4.6792426	3.5909266e-05	0.2574959	0.52449095
NFAM1	2.4264657	1.9021168	0.524349	3.8131673	0.0008234737	0.26789364	0.524349
CFP	4.7754354	4.2511873	0.5242481	4.202966	0.00019959334	0.2705601	0.5242481
ZBP1	3.3323545	2.8084898	0.52386475	4.7887173	2.2124801e-05	0.26591054	0.52386475
CSF2RB	2.3782635	1.8552518	0.5230117	3.8883889	0.00077978754	0.2421077	0.5230117
RASGRP4	2.3150775	1.7924151	0.5226624	4.2964907	0.00016305796	0.25345296	0.5226624
ADAM17	3.7388885	3.2162993	0.5225892	6.302658	3.8458538e-07	0.15216379	0.5225892
MMP28	1.1756642	1.6973773	-0.52171314	-4.074985	0.0003742799	0.25116414	0.52171314
APLP2	4.61365	4.092143	0.5215068	4.590167	8.105399e-05	0.21903232	0.5215068
SMPDL3A	1.671186	1.1500564	0.5211296	4.541478	5.6253168e-05	0.2637502	0.5211296
RP11-802E16.3	1.9557645	1.4357878	0.51997674	4.788057	6.44401e-05	0.18866822	0.51997674
FAM43A	2.1939843	2.713795	-0.5198107	-4.741681	0.00015822188	0.15528671	0.5198107
AURKB	1.192371	0.6725903	0.5197807	3.779426	0.00051310746	0.45661238	0.5197807
CD33	3.0517626	2.5321295	0.51963305	3.3347242	0.0032017722	0.28925246	0.51963305
G0S2	4.01202	3.493245	0.5187752	1.4600716	0.15750417	1.4417346	0.5187752
DOCK5	2.5395417	2.0212042	0.5183375	3.6536236	0.0015320806	0.24697642	0.5183375
F13A1	2.3958116	1.8781701	0.5176414	3.1059287	0.004916788	0.35565293	0.5176414
FBXO6	3.0315819	2.5147898	0.51679206	4.3839684	9.190602e-05	0.27307513	0.51679206
CDKN1A	4.0155087	3.4987688	0.51673985	2.9747899	0.0063243103	0.4074371	0.51673985
PLK1	1.0040964	0.48754025	0.51655614	3.6904511	0.0006432288	0.41302243	0.51655614
SLX1A	1.5354441	1.0189607	0.5164834	4.4449744	0.00013876104	0.21596292	0.5164834
ANXA5	4.89274	4.376347	0.5163927	5.4856305	4.014753e-06	0.18210834	0.5163927
ZNF595	1.1698552	1.6861267	-0.5162715	-4.200154	0.0006036431	0.17108744	0.5162715
PYCARD	5.1204286	4.604368	0.51606035	5.1966453	1.2446965e-05	0.18587637	0.51606035
C19orf38	3.5866427	3.0711784	0.5154643	4.303997	0.00014663012	0.25388852	0.5154643
HSH2D	3.7249458	3.21072	0.5142257	4.9545617	1.2346927e-05	0.2608943	0.5142257
CXorf21	2.8099022	2.29586	0.51404214	4.9970994	1.234878e-05	0.22972079	0.51404214
TRIM7	1.0707104	0.5568566	0.51385385	5.027772	1.2520444e-05	0.21872115	0.51385385
TLR5	1.8018645	1.2882285	0.513636	5.9276724	1.1381142e-06	0.16004841	0.513636
EMILIN2	2.6730003	2.1595526	0.51344776	3.9362278	0.0005823995	0.24805494	0.51344776
FRMD3	1.0453796	0.5319607	0.5134189	5.714908	1.1105951e-06	0.19396129	0.5134189
CAPG	4.5422535	4.029028	0.51322556	4.553639	6.536154e-05	0.2372765	0.51322556
HIST2H2BE	2.3737166	1.8608199	0.51289666	4.78034	4.0438536e-05	0.20839664	0.51289666
CNTLN	1.6708235	1.1581126	0.5127108	5.4550676	7.465066e-06	0.16452524	0.5127108
BIRC5	1.7100632	1.1974193	0.51264393	3.3006918	0.0019956324	0.54693925	0.51264393
CTSD	5.4116254	4.899387	0.5122385	4.903261	6.3666135e-05	0.16545375	0.5122385
ZNF385A	3.2973065	2.7850688	0.5122378	3.829576	0.0005131192	0.31963685	0.5122378
GCH1	3.5349197	3.02314	0.5117798	5.8561354	6.7867927e-07	0.18820512	0.5117798
TIMP1	5.1776066	4.668717	0.5088897	4.7672424	3.9130122e-05	0.21001688	0.5088897
LDLRAD3	1.1611713	0.65290093	0.5082704	5.5280523	1.9301312e-06	0.2060866	0.5082704
NLRP12	1.7120389	1.2043824	0.50765646	4.1783867	0.00036526864	0.20797217	0.50765646
NAIP	3.1068954	2.5995297	0.5073657	4.203433	0.00021268101	0.24679969	0.5073657
SIGLEC9	1.8574258	1.35034	0.5070858	3.9637654	0.0004858135	0.25151712	0.5070858
C5AR1	3.6222954	3.1153061	0.50698924	2.940584	0.0070515084	0.38813815	0.50698924
BCL6	2.600954	2.0945492	0.5064049	4.602793	5.461064e-05	0.22983584	0.5064049
LMNB1	2.7981896	2.292299	0.5058906	5.419576	2.7502215e-06	0.22412628	0.5058906
AGRN	1.025883	0.52045244	0.5054305	6.1561084	2.398181e-07	0.18291192	0.5054305
CXCL3	2.2491202	1.7441773	0.5049429	2.106608	0.04492144	0.7384852	0.5049429
DAPK1	2.1538646	1.6492753	0.5045893	4.069177	0.00034987973	0.2437785	0.5045893
RP11-295G20.2	2.3567286	1.8524563	0.5042722	4.861464	6.152255e-05	0.1677116	0.5042722
XXbac-B135H6.15	1.4158014	0.91164094	0.50416046	4.7852373	5.0236096e-05	0.18934219	0.50416046
MEG3	0.47416618	0.977478	-0.5033119	-2.0840883	0.055793997	0.40736496	0.5033119
HCK	3.8689	3.3659682	0.50293183	3.8846724	0.00045287044	0.2951299	0.50293183
GBGT1	1.5393927	1.0376469	0.5017458	5.6048656	7.181654e-06	0.14320934	0.5017458
ATG9B	1.616424	2.1174934	-0.5010694	-4.6180806	0.00011696791	0.17686395	0.5010694
WDFY3	1.5793554	1.078453	0.5009024	4.057148	0.00041229074	0.2283328	0.5009024
TMEM176A	2.317045	1.8169236	0.50012136	1.2983971	0.20785	1.5627077	0.50012136
UBE2L6	4.7965775	4.2974753	0.49910212	5.330767	4.4448657e-06	0.24067095	0.49910212
RILP	2.2259169	1.7279311	0.49798572	4.972084	1.5926922e-05	0.20462526	0.49798572
SLC15A3	2.4055693	1.908503	0.49706626	4.015069	0.00053016207	0.21500307	0.49706626
MBOAT1	2.4571855	1.960436	0.49674952	4.4157524	0.00013737551	0.20763177	0.49674952
NINJ1	4.330685	3.8344214	0.49626374	4.600914	3.846514e-05	0.27146736	0.49626374
SLC22A15	1.1728142	0.67689115	0.4959231	5.259276	1.0022822e-05	0.16997316	0.4959231
STARD4	2.1448078	1.6494435	0.4953643	4.702815	8.209752e-05	0.17479448	0.4953643
PSME2	5.7101583	5.2149353	0.49522305	5.9247484	5.171731e-07	0.1863301	0.49522305
PLXNC1	2.6622412	2.1679976	0.49424362	4.9236765	3.285999e-05	0.17638136	0.49424362
PARP12	3.2958672	2.8016427	0.49422455	4.780628	2.1896562e-05	0.24533115	0.49422455
AHR	3.064385	2.5707402	0.4936447	3.5969663	0.0014518185	0.2574409	0.4936447
AP003774.6	1.3994523	0.90632874	0.4931236	4.066424	0.0004283628	0.21488152	0.4931236
FGD2	3.2221532	2.7292008	0.49295235	3.6623356	0.00071585685	0.36419111	0.49295235
MFSD7	1.4869787	0.9940561	0.49292254	5.356654	4.6370465e-06	0.18132402	0.49292254
METTL7A	3.2572498	2.7647235	0.4925263	4.7193503	2.6340907e-05	0.2562125	0.4925263
GNA15	2.5689096	2.0764487	0.49246097	3.595391	0.001089867	0.30777362	0.49246097
PDLIM7	2.5943623	2.101983	0.4923792	5.5812426	2.3234686e-06	0.1699831	0.4923792
CHMP5	4.3107114	3.8184006	0.49231076	5.2744064	4.5406746e-06	0.22555487	0.49231076
RGCC	4.6184406	5.1104093	-0.49196863	-3.2040865	0.0034258836	0.3406216	0.49196863
ACSL4	2.6396735	2.148567	0.4911065	5.319053	1.558883e-05	0.14638373	0.4911065
GPX1	6.192776	5.7022285	0.49054766	4.955525	1.8999863e-05	0.19257793	0.49054766
TTYH3	2.5347826	2.0448358	0.48994684	4.619645	4.7111484e-05	0.22142415	0.48994684
SGK223	1.4643983	1.9541806	-0.48978233	-3.3850732	0.0030906582	0.2356506	0.48978233
MARVELD1	1.3713263	0.88204116	0.48928517	4.0908966	0.00038325676	0.21375947	0.48928517
CSF2RA	2.8627803	2.3735504	0.48922992	3.5125854	0.0015315682	0.29141593	0.48922992
CECR1	4.0637965	3.5745673	0.4892292	6.32616	1.449107e-07	0.15394294	0.4892292
LDLR	2.9167356	2.4276626	0.48907304	3.5976636	0.0017613095	0.22419018	0.48907304
RP11-262H14.1	1.4990332	1.0099713	0.48906195	4.5985765	0.0001317425	0.16617826	0.48906195
UNC93B1	3.5730824	3.0840235	0.48905897	4.3328753	9.100714e-05	0.2802891	0.48905897
SMOX	1.3445876	0.85627836	0.4883092	4.198137	0.00015915468	0.26313683	0.4883092
CORO1C	3.1565745	2.6686094	0.4879651	4.6760488	4.5063327e-05	0.20649353	0.4879651
SULT1A1	3.269341	2.7814004	0.48794055	4.417909	0.00022295896	0.17094976	0.48794055
CASP1	4.6031246	4.1152616	0.48786306	4.4698033	8.844842e-05	0.21640803	0.48786306
DDX58	2.9326816	2.4450312	0.4876504	4.4624805	5.9726808e-05	0.27854043	0.4876504
IFNGR2	4.1466875	3.6594002	0.48728728	5.2566233	5.06122e-06	0.19587085	0.48728728
TMEM150B	1.0508999	0.56381106	0.4870888	4.406691	0.00011041658	0.21752581	0.4870888
ANXA4	3.461432	2.9746344	0.48679757	4.7075415	2.8469854e-05	0.23714569	0.48679757
RP11-145M9.4	2.0130887	1.5263474	0.4867413	4.17559	0.00019190821	0.24816543	0.4867413
SGMS2	1.5482832	1.0615562	0.486727	3.498771	0.0016881105	0.27856275	0.486727
ANXA2	5.4046264	4.91795	0.48667622	3.8602602	0.000662478	0.23740993	0.48667622
ARSD	1.8952553	1.4085809	0.48667443	6.119064	5.3174426e-07	0.14139415	0.48667443
HMGB2	5.4879155	5.001445	0.4864707	7.9298067	1.0042679e-09	0.12623437	0.4864707
WDFY1	2.8579907	2.3716016	0.48638916	5.509468	5.775065e-06	0.14868101	0.48638916
FTL	8.598781	8.112679	0.4861021	5.119497	1.840811e-05	0.1625656	0.4861021
VMP1	4.5474577	4.06142	0.48603773	6.4363303	3.5959468e-07	0.12356203	0.48603773
SNORD3A	1.9985934	1.5132512	0.48534226	2.245119	0.036931485	0.4637032	0.48534226
RP11-701P16.5	0.99895376	0.5142828	0.48467094	4.901372	1.4910676e-05	0.2255203	0.48467094
LAMP2	3.6684215	3.1840296	0.48439193	5.465029	4.52089e-06	0.1593554	0.48439193
H3F3C	1.9030662	1.4187704	0.48429573	3.7780075	0.00083878986	0.24063934	0.48429573
ITGAM	3.5222137	3.038141	0.4840727	3.5127835	0.0027059487	0.19409344	0.4840727
HMGB3	1.9845759	1.5005275	0.48404837	4.361942	0.000117338226	0.22393426	0.48404837
TSPAN4	2.5381863	2.0543554	0.48383093	3.6810153	0.0010859044	0.2493402	0.48383093
BCL3	2.8191543	2.3353357	0.48381853	2.9539828	0.005952625	0.4124159	0.48381853
RP11-664D1.1	2.3815625	2.8653162	-0.48375368	-3.544578	0.0010471198	0.35340527	0.48375368
MCTP1	2.2200937	1.7364391	0.48365462	4.167264	0.0002588692	0.21881647	0.48365462
C4orf48	4.771622	4.288126	0.4834962	6.322701	8.222024e-07	0.11825835	0.4834962
RP11-357H14.17	0.6609862	0.17778271	0.48320347	4.866661	1.6801605e-05	0.22499265	0.48320347
MSRB1	3.3474226	2.8644288	0.48299384	4.429284	8.691528e-05	0.22650148	0.48299384
RP11-343N15.5	3.0319717	2.549402	0.4825697	6.5414605	9.766404e-08	0.13438298	0.4825697
GALK1	2.9100316	2.427622	0.48240948	5.9644156	9.0976926e-07	0.1423957	0.48240948
HGF	1.1189381	0.6368798	0.4820583	4.73834	8.397552e-05	0.1589515	0.4820583
SRGN	6.983775	6.5023284	0.48144674	4.6443977	9.49063e-05	0.16843672	0.48144674
ICA1	1.9196907	1.438421	0.48126972	4.030792	0.00024326306	0.28899035	0.48126972
PIK3AP1	3.395572	2.915383	0.48018885	4.1927013	0.00021225565	0.22486429	0.48018885
EAF1	3.068506	2.5889876	0.4795184	4.3968806	0.00020255841	0.17448097	0.4795184
FAS	2.5881264	2.1090536	0.4790728	4.2269764	0.00023540505	0.20464008	0.4790728
DSC2	0.78807926	0.30910727	0.478972	4.8625574	1.6787657e-05	0.23807225	0.478972
