module_id	split_seed	residual_auc	geneformer_auc_same_split	ifn_residual_auc_same_split	delta_auc_from_geneformer	ifn_delta_auc_same_split
1	20260801	0.9366504551689737	0.9759321611173464	0.8261628631999002	0.03928170594837266	0.1497692979174462
1	20260802	0.9335328594587854	0.9760568649457539	0.8271604938271605	0.04252400548696855	0.14889637111859344
1	20260803	0.9337199152013966	0.9748098266616785	0.822733507918693	0.04108991146028185	0.15207631874298544
1	20260804	0.933345803716174	0.9749968824042898	0.8194288564658936	0.041651078688115795	0.15556802593839625
1	20260805	0.9353410649706947	0.9739368998628257	0.8188053373238559	0.03859583489213103	0.15513156253896987
2	20260801	0.8159995011846863	0.9759321611173464	0.8261628631999002	0.15993265993266004	0.1497692979174462
2	20260802	0.8133807207881283	0.9760568649457539	0.8271604938271605	0.16267614415762566	0.14889637111859344
2	20260803	0.8082055119092156	0.9748098266616785	0.822733507918693	0.16660431475246285	0.15207631874298544
2	20260804	0.7947374984412021	0.9749968824042898	0.8194288564658936	0.18025938396308772	0.15556802593839625
2	20260805	0.8005985783763562	0.9739368998628257	0.8188053373238559	0.17333832148646955	0.15513156253896987
3	20260801	0.8164983164983165	0.9759321611173464	0.8261628631999002	0.15943384461902987	0.1497692979174462
3	20260802	0.8120713305898491	0.9760568649457539	0.8271604938271605	0.1639855343559048	0.14889637111859344
3	20260803	0.811323107619404	0.9748098266616785	0.822733507918693	0.16348671904227452	0.15207631874298544
3	20260804	0.8002244668911336	0.9749968824042898	0.8194288564658936	0.17477241551315625	0.15556802593839625
3	20260805	0.8044643970569897	0.9739368998628257	0.8188053373238559	0.16947250280583603	0.15513156253896987
4	20260801	0.811323107619404	0.9759321611173464	0.8261628631999002	0.16460905349794241	0.1497692979174462
4	20260802	0.8104501808205512	0.9760568649457539	0.8271604938271605	0.16560668412520274	0.14889637111859344
4	20260803	0.8065843621399177	0.9748098266616785	0.822733507918693	0.1682254645217608	0.15207631874298544
4	20260804	0.7926798852724779	0.9749968824042898	0.8194288564658936	0.18231699713181193	0.15556802593839625
4	20260805	0.8011597456041901	0.9739368998628257	0.8188053373238559	0.1727771542586356	0.15513156253896987
5	20260801	0.801471505175209	0.9759321611173464	0.8261628631999002	0.17446065594213733	0.1497692979174462
5	20260802	0.7932410525003117	0.9760568649457539	0.8271604938271605	0.1828158124454422	0.14889637111859344
5	20260803	0.7861952861952862	0.9748098266616785	0.822733507918693	0.18861454046639226	0.15207631874298544
5	20260804	0.7833270981419129	0.9749968824042898	0.8194288564658936	0.1916697842623769	0.15556802593839625
5	20260805	0.7830153385708941	0.9739368998628257	0.8188053373238559	0.1909215612919316	0.15513156253896987
6	20260801	0.8209253024067839	0.9759321611173464	0.8261628631999002	0.15500685871056252	0.1497692979174462
6	20260802	0.8239181942885647	0.9760568649457539	0.8271604938271605	0.15213867065718922	0.14889637111859344
6	20260803	0.8188676892380595	0.9748098266616785	0.822733507918693	0.15594213742361895	0.15207631874298544
6	20260804	0.8060231949120839	0.9749968824042898	0.8194288564658936	0.16897368749220598	0.15556802593839625
6	20260805	0.8140665918443697	0.9739368998628257	0.8188053373238559	0.15987030801845603	0.15513156253896987
7	20260801	0.8428731762065096	0.9759321611173464	0.8261628631999002	0.1330589849108368	0.1497692979174462
7	20260802	0.8439331587479736	0.9760568649457539	0.8271604938271605	0.13212370619778036	0.14889637111859344
7	20260803	0.8436213991769547	0.9748098266616785	0.822733507918693	0.1311884274847238	0.15207631874298544
7	20260804	0.8280957725402169	0.9749968824042898	0.8194288564658936	0.1469011098640729	0.15556802593839625
7	20260805	0.8385085422122459	0.9739368998628257	0.8188053373238559	0.1354283576505798	0.15513156253896987
8	20260801	0.765182691108617	0.9759321611173464	0.8261628631999002	0.21074947000872934	0.1497692979174462
8	20260802	0.7596333707444819	0.9760568649457539	0.8271604938271605	0.21642349420127205	0.14889637111859344
8	20260803	0.754271106122958	0.9748098266616785	0.822733507918693	0.22053872053872048	0.15207631874298544
8	20260804	0.7456665419628383	0.9749968824042898	0.8194288564658936	0.2293303404414515	0.15556802593839625
8	20260805	0.7453547823918194	0.9739368998628257	0.8188053373238559	0.22858211747100632	0.15513156253896987
9	20260801	0.91258261628632	0.9759321611173464	0.8261628631999002	0.0633495448310264	0.1497692979174462
9	20260802	0.910462651203392	0.9760568649457539	0.8271604938271605	0.06559421374236196	0.14889637111859344
9	20260803	0.911273226088041	0.9748098266616785	0.822733507918693	0.06353660057363753	0.15207631874298544
9	20260804	0.9062850729517397	0.9749968824042898	0.8194288564658936	0.06871180945255018	0.15556802593839625
