rep,seed,auc
751,831833545,0.45198902606310015
752,1816246452,0.4976306272602569
753,1435121688,0.526125452051378
754,1314440313,0.44650205761316875
755,328807210,0.36806334954483105
756,558631524,0.5523756079311635
757,2100985811,0.46714054121461523
758,1458534615,0.5175208878912583
759,888722582,0.5438957475994513
760,764626860,0.4844120214490584
761,1024214402,0.4542960468886395
762,219652327,0.5306147898740492
763,1899538259,0.3723656316248909
764,2001575735,0.44182566404788626
765,1045838101,0.5637860082304527
766,2013592409,0.5539344057862576
767,208888967,0.4666417259009851
768,1583656962,0.4986282578875172
769,167078596,0.4430103504177578
770,925750797,0.500249407656815
771,342051876,0.5331712183564035
772,795626199,0.3928170594837261
773,1872976565,0.5044269859084674
774,1255659792,0.4540466392318245
775,1116451110,0.4735627883776032
776,1986553828,0.5139668287816436
777,105558476,0.5677141788252899
778,1419061939,0.47861329342810816
779,1264784813,0.4793615163985534
780,1295069337,0.5096645467015837
781,1547300525,0.4850978925052999
782,1507914266,0.45379723157500934
783,279369647,0.5356029430103504
784,1389049269,0.4440703329592219
785,1798534996,0.49382716049382713
786,447313090,0.5577378725526874
787,1759153167,0.5555555555555556
788,1725310832,0.4228706821299414
789,1345335859,0.4721286943509166
790,1399120588,0.5088539718169348
791,1151829498,0.5110362888140665
792,1890136918,0.5301783264746227
793,738261935,0.47312632497817686
794,1437241982,0.43583988028432474
795,1184438428,0.44668911335578
796,804615479,0.5084798603317122
797,845432725,0.5450804339693228
798,619996616,0.4367751589973812
799,2072287441,0.5168973687492205
800,1091999237,0.528245417134306
801,1498987820,0.5254395809951365
802,1474413053,0.4680758199276718
803,909099750,0.5048010973936901
804,1570582561,0.4273600199526125
805,608851898,0.4809826661678514
806,1346205410,0.4923930664671406
807,1428851632,0.5312383090160868
808,407669050,0.5172091283202395
809,964165649,0.5985160244419504
810,777213884,0.44064097767801474
811,1663748340,0.4678264122708567
812,246697006,0.5120962713555306
813,1943879802,0.4849731886768924
814,1373835269,0.4735627883776032
815,636811765,0.47119341563786005
816,1521451542,0.46608055867315135
817,1624200226,0.5000623519142038
818,628112294,0.46745230078563416
819,1650064094,0.4534854720039905
820,2141900262,0.3928170594837262
821,1361188936,0.421374236189051
822,1708605340,0.49152013966828784
823,1801439138,0.5648459907719168
824,1669675223,0.5028681880533733
825,1004545785,0.4580371617408655
826,1864667705,0.5732634991894252
827,819239862,0.47780271854345924
828,1086965401,0.4908342686120464
829,1127620525,0.48815313630128443
830,426939944,0.5259383963087667
831,1543830603,0.47543334580371616
832,423980578,0.5394687616909839
833,2118753220,0.4655193914453173
834,2058945403,0.3986781394188802
835,1976366000,0.5944631500187056
836,1488001902,0.5081681007606934
837,380199854,0.5172714802344431
838,2024290698,0.5414640229455043
839,1444167112,0.5363511659807956
840,47694266,0.4620276842499064
841,43902421,0.5400922808330215
842,434618244,0.47493453049008605
843,1681255410,0.47262750966454664
844,938266464,0.4766180321735877
845,1354139660,0.5108492330714552
846,585785740,0.5192043895747599
847,200525561,0.4957600698341439
848,1767725487,0.5251278214241176
849,1739923243,0.5503179947624391
850,1885460324,0.5014340940266866
851,1368821847,0.44500561167227837
852,1324357539,0.4708816560668413
853,1765653633,0.5274971941638608
854,1846970853,0.49825414640229454
855,125028912,0.5716423494201271
856,13704498,0.45111609926424745
857,1362105732,0.47942386831275713
858,1583058250,0.48328968699339075
859,409582313,0.5107868811572516
860,2071424613,0.4483726150392817
861,984622398,0.5046140416510787
862,976854057,0.46813817184187556
863,1226140548,0.45086669160743237
864,1609852814,0.5080433969322858
865,560486351,0.6362389325352289
866,59683778,0.48023444319740616
867,1754564175,0.4675770046140416
868,503992788,0.5006858710562414
869,269244813,0.4619029804214989
870,2138344121,0.44350916573138793
871,1869309873,0.5690859209377728
872,73239921,0.44388327721661064
873,743295299,0.5306147898740491
874,1265457267,0.5022446689113356
875,1799950862,0.5170844244918319
876,476286911,0.5375982042648708
877,1978281081,0.46932285821174713
878,1276342712,0.5124703828407532
879,1968234298,0.4183813443072702
880,1657624121,0.48509789250529983
881,2063794345,0.38365132809577257
882,993583035,0.5039905225090411
883,99123707,0.5257513405661554
884,509054470,0.4777403666292555
885,2026732743,0.4865943384461903
886,522969206,0.4517396184062851
887,51645426,0.40210749470008733
888,1032319210,0.49314128943758573
889,244155706,0.4897742860705823
890,462111261,0.5782516523257264
891,987204664,0.5772540216984662
892,47258676,0.433906970944008
893,1884543064,0.5174585359770545
894,509263801,0.5404663923182441
895,1437448271,0.4670158373862078
896,1194404812,0.4652699837885023
897,797579992,0.4758698092031425
898,887990363,0.5144656440952737
899,1158422624,0.4548572141164734
900,675185258,0.49095897244045394
901,858710162,0.5340441451552562
