block	stratum	representation	n_donors	n_cases	auc_mean	auc_sd	auc_p025	auc_p975	n_estimates
C2_pure_wave	pure_wave4	geneformer	66	25	0.9040487804878049	0.029709319488763552	0.8503658536585366	0.9626341463414634	20
C2_pure_wave	pure_wave4	hvg_pseudobulk	66	25	0.9198048780487806	0.0224084627508324	0.8690731707317073	0.9478292682926829	20
C2_pure_wave	pure_wave4	pca_pseudobulk	66	25	0.9091707317073171	0.01809986179575911	0.8760487804878049	0.9410731707317073	20
C2_size_matched_random	random_n66	geneformer	66	25	0.9298536585365852	0.035868621400742	0.8708292682926829	0.9864878048780488	20
C2_size_matched_random	random_n66	hvg_pseudobulk	66	25	0.963609756097561	0.02041823262861855	0.9190731707317074	0.9884390243902439	20
C2_size_matched_random	random_n66	pca_pseudobulk	66	25	0.9534146341463415	0.020468922773905128	0.9238536585365854	0.986390243902439	20
