cohort	n_donor	n_design_feature	design_auc_linear	design_auc_rf	I_D	I_D_cv	I_D_null_mean	p_I_D	disease_auc	p_standard	p_design_preserving
COMBAT_CROSS	111	7	0.9878	0.9958	0.1432	0.2026	0.9378	0.005	0.8778	0.04298	0.76762
