cohort	n_donor	n_design_feature	design_auc_linear	design_auc_rf	I_D	I_D_cv	I_D_null_mean	p_I_D	disease_auc	p_standard	p_design_preserving
COVID_STEPHENSON	115	8	0.8063	0.8385	0.5755	0.6545	0.9313	0.005	0.9656	0.0005	0.0005
