cohort	n_donor	n_design_feature	design_auc_linear	design_auc_rf	I_D	I_D_cv	I_D_null_mean	p_I_D	disease_auc	p_standard	p_design_preserving
COVID_STEPHENSON	115	8	0.8038	0.8505	0.5755	0.722	0.9267	0.005	0.9593	0.0005	0.0005
