cohort,empirical_p,identity_sha256,method_id,n_finite,n_requested,null_mean,null_q025,null_q975,observed_auc,schema_version
GSE174188_CD4,0.000999000999000999,50a33fb622c5e5c54cb69d7c258d9c1bbfb5e1cfa13a2e8a8b899bfaecedafc9,donor_expression_pca,1000,1000,0.4945712058860207,0.39148428731762064,0.5899784885895998,0.9856590597331338,1
GSE174188_CD4,0.000999000999000999,3d01bac6c820d57445fd54aa0eb9b355b642431e3eeabef8e6f88757f7ce5a97,kme_multiscale@scgpt,1000,1000,0.4963411273226088,0.4036039406409777,0.5867377478488589,0.977865070457663,1
