estimand,level,repeat,method,n_donors,n_sle,n_control,auc,pr_auc,brier
common_support,200,0,scgpt_mean,237,141,96,0.9744385342789599,0.982803762971654,0.0677705570156299
common_support,200,0,donor_expression_pca,237,141,96,0.9866282505910166,0.9913763661820818,0.052122029612999596
common_support,200,0,kme_multiscale@scgpt,237,141,96,0.9796838061465722,0.9865202483529023,0.059627172399832874
common_support,200,1,scgpt_mean,237,141,96,0.9665336879432624,0.979225867460281,0.07451124132954783
common_support,200,1,donor_expression_pca,237,141,96,0.9800531914893618,0.9859360425599396,0.061303393652290726
common_support,200,1,kme_multiscale@scgpt,237,141,96,0.9654994089834515,0.9776666827835183,0.08370282890536138
common_support,200,2,scgpt_mean,237,141,96,0.96697695035461,0.980076412143077,0.07158600116794944
common_support,200,2,donor_expression_pca,237,141,96,0.983525413711584,0.9889420611368833,0.05896340016941765
common_support,200,2,kme_multiscale@scgpt,237,141,96,0.9626182033096927,0.977212821763831,0.08659782346711145
common_support,200,3,scgpt_mean,237,141,96,0.9641696217494089,0.9768072488934507,0.08158950835731774
common_support,200,3,donor_expression_pca,237,141,96,0.9783540189125295,0.9858555693848652,0.05992154690144092
common_support,200,3,kme_multiscale@scgpt,237,141,96,0.9694887706855793,0.9806246089828679,0.08100475417083323
common_support,200,4,scgpt_mean,237,141,96,0.960475768321513,0.9760911932195617,0.08227762707133827
common_support,200,4,donor_expression_pca,237,141,96,0.9841164302600474,0.9886176883966699,0.057239870506644155
common_support,200,4,kme_multiscale@scgpt,237,141,96,0.9589243498817966,0.9745592438338899,0.07959912571807436
common_support,200,5,scgpt_mean,237,141,96,0.9663859338061466,0.9790731489137628,0.07659591583331382
common_support,200,5,donor_expression_pca,237,141,96,0.9778368794326241,0.9863214786897422,0.06135158116375073
common_support,200,5,kme_multiscale@scgpt,237,141,96,0.9676418439716312,0.9785901453218103,0.08174912938481131
common_support,200,6,scgpt_mean,237,141,96,0.9699320330969267,0.9813926652777764,0.06971531378357211
common_support,200,6,donor_expression_pca,237,141,96,0.978797281323877,0.9869682368733292,0.06245930612157674
common_support,200,6,kme_multiscale@scgpt,237,141,96,0.968676122931442,0.9795346101181817,0.07315049651731605
common_support,200,7,scgpt_mean,237,141,96,0.9629875886524822,0.9766376495004093,0.07874716922006576
common_support,200,7,donor_expression_pca,237,141,96,0.9771719858156028,0.9855658463404806,0.0628866967785154
common_support,200,7,kme_multiscale@scgpt,237,141,96,0.9636524822695035,0.9748247219583059,0.07930398323116503
common_support,200,8,scgpt_mean,237,141,96,0.9722222222222222,0.9823526625197471,0.06829774919031559
common_support,200,8,donor_expression_pca,237,141,96,0.9828605200945627,0.9888764474304595,0.06110059174838311
common_support,200,8,kme_multiscale@scgpt,237,141,96,0.9702275413711584,0.9796775049182369,0.08101175957838777
common_support,200,9,scgpt_mean,237,141,96,0.9609929078014183,0.9762990075067143,0.07882293639389631
common_support,200,9,donor_expression_pca,237,141,96,0.9757683215130023,0.9835411933922314,0.06582459789921967
common_support,200,9,kme_multiscale@scgpt,237,141,96,0.9509456264775413,0.9690453881075805,0.09862052107674812
common_support,500,0,scgpt_mean,237,141,96,0.9739952718676123,0.9838954019608783,0.06541762988400587
common_support,500,0,donor_expression_pca,237,141,96,0.9849290780141844,0.9899201689615841,0.05581409824099173
common_support,500,0,kme_multiscale@scgpt,237,141,96,0.9717050827423167,0.9824061261757902,0.06824052918480711
common_support,500,1,scgpt_mean,237,141,96,0.9754728132387707,0.9841868070779395,0.06505153687093321
common_support,500,1,donor_expression_pca,237,141,96,0.986184988179669,0.9906712577526277,0.05570035365938313
common_support,500,1,kme_multiscale@scgpt,237,141,96,0.9776152482269503,0.9855099134644174,0.06876877724908392
common_support,500,2,scgpt_mean,237,141,96,0.9716312056737588,0.9825427233690196,0.06900832704823583
common_support,500,2,donor_expression_pca,237,141,96,0.9838209219858157,0.9896005889803436,0.0583083098059049
common_support,500,2,kme_multiscale@scgpt,237,141,96,0.9653516548463357,0.9779705858004404,0.07666079662566845
common_support,500,3,scgpt_mean,237,141,96,0.9753989361702128,0.9844957439466897,0.06613510522611588
common_support,500,3,donor_expression_pca,237,141,96,0.9804964539007093,0.9878022341059335,0.058640211215486286
common_support,500,3,kme_multiscale@scgpt,237,141,96,0.9791666666666667,0.9865881681170828,0.06107658152294286
common_support,500,4,scgpt_mean,237,141,96,0.976063829787234,0.9851890645823146,0.06554935694633582
common_support,500,4,donor_expression_pca,237,141,96,0.9808658392434988,0.9877826936151831,0.0600217127442783
common_support,500,4,kme_multiscale@scgpt,237,141,96,0.9701536643026005,0.9823335131529926,0.07218039028872646
common_support,500,5,scgpt_mean,237,141,96,0.9713356973995272,0.9825029228631814,0.06789452699101876
common_support,500,5,donor_expression_pca,237,141,96,0.9794621749408983,0.9868798133086738,0.06367169557684424
common_support,500,5,kme_multiscale@scgpt,237,141,96,0.9722960992907801,0.9832686297556856,0.06630175410612399
common_support,500,6,scgpt_mean,237,141,96,0.9721483451536643,0.9827397073729456,0.0659970099461209
common_support,500,6,donor_expression_pca,237,141,96,0.9838209219858156,0.9890921714410612,0.058373019609034044
common_support,500,6,kme_multiscale@scgpt,237,141,96,0.9696365248226951,0.9809624352458144,0.0615838909898527
common_support,500,7,scgpt_mean,237,141,96,0.9726654846335698,0.9824199447976553,0.06985681804932783
common_support,500,7,donor_expression_pca,237,141,96,0.9851507092198581,0.9901750455167105,0.05493544084620978
common_support,500,7,kme_multiscale@scgpt,237,141,96,0.9701536643026004,0.9805099362467075,0.07293112339483825
common_support,500,8,scgpt_mean,237,141,96,0.9759160756501182,0.9847473414027892,0.06586343328136232
common_support,500,8,donor_expression_pca,237,141,96,0.9841903073286052,0.989716578234044,0.05673248207128239
common_support,500,8,kme_multiscale@scgpt,237,141,96,0.974216903073286,0.9832876150521588,0.06622614086631982
common_support,500,9,scgpt_mean,237,141,96,0.9722222222222222,0.9833163679001191,0.06621026937685592
common_support,500,9,donor_expression_pca,237,141,96,0.9790927895981087,0.9859859457473158,0.06359165837566129
common_support,500,9,kme_multiscale@scgpt,237,141,96,0.9701536643026004,0.981459679297499,0.07115700513842564
available_donor,25,0,scgpt_mean,261,162,99,0.9489961341813193,0.9696777474525643,0.09730257345131343
available_donor,25,0,donor_expression_pca,261,162,99,0.9688863948123206,0.9801764239742814,0.0712633047530067
available_donor,25,0,kme_multiscale@scgpt,261,162,99,0.9470008729267989,0.968046227446659,0.10037357845457831
available_donor,25,1,scgpt_mean,261,162,99,0.9430103504177578,0.9658579980904844,0.10495579583176556
available_donor,25,1,donor_expression_pca,261,162,99,0.963212370619778,0.9776118666662805,0.07617550597798271
available_donor,25,1,kme_multiscale@scgpt,261,162,99,0.9344681381718418,0.9600175105247101,0.11562324230455003
available_donor,25,2,scgpt_mean,261,162,99,0.9432597580745729,0.9667751641321174,0.10102857699770824
available_donor,25,2,donor_expression_pca,261,162,99,0.9615288689362764,0.9771144593916254,0.07875509985895096
available_donor,25,2,kme_multiscale@scgpt,261,162,99,0.9242424242424242,0.9566096257259531,0.12309997304631883
available_donor,25,3,scgpt_mean,261,162,99,0.9383339568524753,0.9647298838870442,0.1086237305105381
available_donor,25,3,donor_expression_pca,261,162,99,0.9640229455044269,0.9784573006581616,0.07650575856547236
available_donor,25,3,kme_multiscale@scgpt,261,162,99,0.9342810824292306,0.960853554403963,0.11974712431001247
available_donor,25,4,scgpt_mean,261,162,99,0.933345803716174,0.9612144007636874,0.11664260850425101
available_donor,25,4,donor_expression_pca,261,162,99,0.9617782765930915,0.9776710629447289,0.07840070691556811
available_donor,25,4,kme_multiscale@scgpt,261,162,99,0.9274847237810201,0.9573403053965794,0.13088753151708515
available_donor,25,5,scgpt_mean,261,162,99,0.9544831026312507,0.9747858110079066,0.08606845355746054
available_donor,25,5,donor_expression_pca,261,162,99,0.9660805586731512,0.9798270753291187,0.07544696010173775
available_donor,25,5,kme_multiscale@scgpt,261,162,99,0.942947998503554,0.9685208784056323,0.11141573284200751
available_donor,25,6,scgpt_mean,261,162,99,0.9579124579124579,0.9768598137627137,0.08320215380639027
available_donor,25,6,donor_expression_pca,261,162,99,0.966953485472004,0.9809790470691343,0.07304413147414247
available_donor,25,6,kme_multiscale@scgpt,261,162,99,0.9462526499563536,0.9665175410172383,0.10409734576642807
available_donor,25,7,scgpt_mean,261,162,99,0.9375857338820301,0.9611946940826994,0.10639474515147604
available_donor,25,7,donor_expression_pca,261,162,99,0.9644594089038533,0.9789780801373987,0.07526170645052846
available_donor,25,7,kme_multiscale@scgpt,261,162,99,0.9304776156628008,0.9532870194185853,0.11864722486171243
available_donor,25,8,scgpt_mean,261,162,99,0.9447562040154632,0.9683221555987775,0.10045198062859038
available_donor,25,8,donor_expression_pca,261,162,99,0.9675770046140417,0.9810854305197265,0.07185745235049082
available_donor,25,8,kme_multiscale@scgpt,261,162,99,0.9428232946751466,0.9622260021929316,0.10054468896432713
available_donor,25,9,scgpt_mean,261,162,99,0.9365881032547699,0.9623379209005275,0.11385845416942376
available_donor,25,9,donor_expression_pca,261,162,99,0.964022945504427,0.97957738365839,0.07651055926134571
available_donor,25,9,kme_multiscale@scgpt,261,162,99,0.9397056989649583,0.9632190380270254,0.11472522102465359
available_donor,50,0,scgpt_mean,261,162,99,0.9692605062975433,0.9817998297164288,0.07134630467746746
available_donor,50,0,donor_expression_pca,261,162,99,0.9767427360019953,0.9847381803240471,0.06246223936261887
available_donor,50,0,kme_multiscale@scgpt,261,162,99,0.9646464646464648,0.9780529747573561,0.08009919519308129
available_donor,50,1,scgpt_mean,261,162,99,0.954420750717047,0.973418984170006,0.08990763783156838
available_donor,50,1,donor_expression_pca,261,162,99,0.9748721785758823,0.9853150248630937,0.06424549073558793
available_donor,50,1,kme_multiscale@scgpt,261,162,99,0.9523631375483227,0.970260408847353,0.095397688682331
available_donor,50,2,scgpt_mean,261,162,99,0.9579124579124578,0.9756317335566274,0.08473950603543211
available_donor,50,2,donor_expression_pca,261,162,99,0.9715051752088789,0.9819664903388725,0.07074876301347496
available_donor,50,2,kme_multiscale@scgpt,261,162,99,0.9427609427609428,0.965558306767755,0.1034716672877035
available_donor,50,3,scgpt_mean,261,162,99,0.9458161865569273,0.9684354576942553,0.10123305063655835
available_donor,50,3,donor_expression_pca,261,162,99,0.9781144781144782,0.9875043200106178,0.06180053306747611
available_donor,50,3,kme_multiscale@scgpt,261,162,99,0.9420127197904976,0.9653844560992613,0.10967247683192237
available_donor,50,4,scgpt_mean,261,162,99,0.9591594961965333,0.9760793652915539,0.08498454189445673
available_donor,50,4,donor_expression_pca,261,162,99,0.97599451303155,0.9856443388528763,0.06493358275043334
available_donor,50,4,kme_multiscale@scgpt,261,162,99,0.9480608554682629,0.9684002471239171,0.09492489365383547
available_donor,50,5,scgpt_mean,261,162,99,0.9620276842499065,0.9778051450701352,0.07776335283511468
available_donor,50,5,donor_expression_pca,261,162,99,0.976805087916199,0.9853581455387124,0.06316712052009511
available_donor,50,5,kme_multiscale@scgpt,261,162,99,0.9583489213118843,0.9742151971204872,0.08490526616504357
available_donor,50,6,scgpt_mean,261,162,99,0.9719416386083053,0.9845004725608189,0.0677274376180373
available_donor,50,6,donor_expression_pca,261,162,99,0.9742486594338446,0.9860462882042478,0.06442004251684932
available_donor,50,6,kme_multiscale@scgpt,261,162,99,0.9566030677141787,0.9749513650921575,0.08897516179387015
available_donor,50,7,scgpt_mean,261,162,99,0.9526748971193416,0.9716479570672929,0.09593655760042659
available_donor,50,7,donor_expression_pca,261,162,99,0.9716922309514903,0.9837581459381329,0.069734740589385
available_donor,50,7,kme_multiscale@scgpt,261,162,99,0.9301658560917819,0.9547406506347766,0.13202715221201042
available_donor,50,8,scgpt_mean,261,162,99,0.9551066217732884,0.9734326389122836,0.09091604799836349
available_donor,50,8,donor_expression_pca,261,162,99,0.9721286943509165,0.9830799994433883,0.06907838781758967
available_donor,50,8,kme_multiscale@scgpt,261,162,99,0.9520513779773039,0.9715053425612115,0.09748359195048437
available_donor,50,9,scgpt_mean,261,162,99,0.9481855592966705,0.9709257008446803,0.09407610251711787
available_donor,50,9,donor_expression_pca,261,162,99,0.9690734505549319,0.9812802097361217,0.07067135973134248
available_donor,50,9,kme_multiscale@scgpt,261,162,99,0.9511784511784512,0.9708339025108135,0.09627552623165724
available_donor,100,0,scgpt_mean,260,161,99,0.9774138904573687,0.9862439093197323,0.06184373944303064
available_donor,100,0,donor_expression_pca,260,161,99,0.9834368530020705,0.9891442514042567,0.05597907122393572
available_donor,100,0,kme_multiscale@scgpt,260,161,99,0.9774138904573687,0.9858090189209725,0.06185655951518521
available_donor,100,1,scgpt_mean,260,161,99,0.9683794466403163,0.982067275952877,0.072965662494245
available_donor,100,1,donor_expression_pca,260,161,99,0.9774138904573686,0.9868384544483337,0.06358359459542366
available_donor,100,1,kme_multiscale@scgpt,260,161,99,0.9548277809147374,0.9728430902173408,0.10490093388522172
available_donor,100,2,scgpt_mean,260,161,99,0.9686304034130121,0.9825963064249067,0.06944178764883537
available_donor,100,2,donor_expression_pca,260,161,99,0.982119329945417,0.9882877724111295,0.06019198226344934
available_donor,100,2,kme_multiscale@scgpt,260,161,99,0.9564589999372608,0.9760595064743508,0.09216447580119366
available_donor,100,3,scgpt_mean,260,161,99,0.9596586987891336,0.9771230222960742,0.08456547379311892
available_donor,100,3,donor_expression_pca,260,161,99,0.9747788443440617,0.9853371886878812,0.06647498997834374
available_donor,100,3,kme_multiscale@scgpt,260,161,99,0.9716418846853629,0.9836996262326697,0.07179065038106576
available_donor,100,4,scgpt_mean,260,161,99,0.9648660518225736,0.9799169590674023,0.079613961230832
available_donor,100,4,donor_expression_pca,260,161,99,0.9796097622184579,0.9877924851869513,0.06246633240706905
available_donor,100,4,kme_multiscale@scgpt,260,161,99,0.955768868812347,0.9728228133960011,0.09713555513842537
available_donor,100,5,scgpt_mean,260,161,99,0.9683167074471423,0.9809004743630996,0.07687586260454422
available_donor,100,5,donor_expression_pca,260,161,99,0.9772884120710208,0.985861157334793,0.06279629737917293
available_donor,100,5,kme_multiscale@scgpt,260,161,99,0.9570863918690006,0.9714434286146695,0.09162079424377921
available_donor,100,6,scgpt_mean,260,161,99,0.9672501411631846,0.9815014193592182,0.07722551761965459
available_donor,100,6,donor_expression_pca,260,161,99,0.9803626325365455,0.9889309526008854,0.060933655718468455
available_donor,100,6,kme_multiscale@scgpt,260,161,99,0.9628583976410063,0.9759698100713523,0.07752491283642596
available_donor,100,7,scgpt_mean,260,161,99,0.961038961038961,0.9761049316222508,0.0837208504979157
available_donor,100,7,donor_expression_pca,260,161,99,0.9764100633665851,0.986530971947101,0.06608230931895594
available_donor,100,7,kme_multiscale@scgpt,260,161,99,0.9557688688123471,0.9716786380712672,0.09461099890050698
available_donor,100,8,scgpt_mean,260,161,99,0.9659326181065311,0.9797052780001565,0.07611455241750527
available_donor,100,8,donor_expression_pca,260,161,99,0.9791705878662401,0.9884047605272146,0.061488051210804376
available_donor,100,8,kme_multiscale@scgpt,260,161,99,0.9717673630717107,0.9807142819004464,0.07025092260978913
available_donor,100,9,scgpt_mean,260,161,99,0.9579020013802623,0.9765640920400932,0.08442166666818039
available_donor,100,9,donor_expression_pca,260,161,99,0.9713281887194931,0.9831782787879275,0.0706178354917124
available_donor,100,9,kme_multiscale@scgpt,260,161,99,0.9436602045297697,0.966625551742418,0.11111143612948894
available_donor,200,0,scgpt_mean,257,158,99,0.9766653880577931,0.9853518998638892,0.06525905526544683
available_donor,200,0,donor_expression_pca,257,158,99,0.9884285896944125,0.9928113548002776,0.05266677528068729
available_donor,200,0,kme_multiscale@scgpt,257,158,99,0.9804372842347525,0.988190432881471,0.05737508276759906
available_donor,200,1,scgpt_mean,257,158,99,0.9707198567958062,0.9829956624710334,0.07051042395456032
available_donor,200,1,donor_expression_pca,257,158,99,0.9840813195243574,0.9898411590326621,0.05752033257496769
available_donor,200,1,kme_multiscale@scgpt,257,158,99,0.9647103950901419,0.9765502087265405,0.08527584430052894
available_donor,200,2,scgpt_mean,257,158,99,0.9694412479222606,0.9828689537352887,0.06739709475648781
available_donor,200,2,donor_expression_pca,257,158,99,0.9863188850530623,0.9913530275922089,0.0559649715918611
available_donor,200,2,kme_multiscale@scgpt,257,158,99,0.9588287942718322,0.9754815656099785,0.09502242494168116
available_donor,200,3,scgpt_mean,257,158,99,0.9673315432809104,0.9803446808162184,0.07762876800188309
available_donor,200,3,donor_expression_pca,257,158,99,0.9778161360439841,0.9866179239644886,0.06274852173106071
available_donor,200,3,kme_multiscale@scgpt,257,158,99,0.9752589182968929,0.9841984279080344,0.07853704279715196
available_donor,200,4,scgpt_mean,257,158,99,0.9660529344073648,0.9806249252492216,0.07641247743673112
available_donor,200,4,donor_expression_pca,257,158,99,0.988300728807058,0.9922578871160939,0.0535872797499088
available_donor,200,4,kme_multiscale@scgpt,257,158,99,0.9613220815752461,0.9772142987929986,0.08157654755289893
available_donor,200,5,scgpt_mean,257,158,99,0.9686740825981333,0.9819125128756645,0.07443709309696113
available_donor,200,5,donor_expression_pca,257,158,99,0.9796701189106253,0.9882272329465928,0.05955434937217439
available_donor,200,5,kme_multiscale@scgpt,257,158,99,0.9669479606188467,0.9797513238978319,0.08087741080809177
available_donor,200,6,scgpt_mean,257,158,99,0.9728934918808336,0.9843018162192577,0.06792753875108144
available_donor,200,6,donor_expression_pca,257,158,99,0.9828027106508119,0.9902448641898995,0.059213608267797105
available_donor,200,6,kme_multiscale@scgpt,257,158,99,0.9698887610280016,0.9824598356134272,0.07008474268623908
available_donor,200,7,scgpt_mean,257,158,99,0.9638792993223372,0.9787786561466287,0.07968193803844074
available_donor,200,7,donor_expression_pca,257,158,99,0.9790308144738524,0.9874814742914322,0.06290311108004877
available_donor,200,7,kme_multiscale@scgpt,257,158,99,0.9654775604142692,0.9777010790601866,0.08380140681755882
available_donor,200,8,scgpt_mean,257,158,99,0.9725738396624473,0.9833844733767747,0.06958788916825882
available_donor,200,8,donor_expression_pca,257,158,99,0.9821634062140391,0.989643867585305,0.060679910421284476
available_donor,200,8,kme_multiscale@scgpt,257,158,99,0.9648382559774964,0.9757387853889442,0.08662747629197558
available_donor,200,9,scgpt_mean,257,158,99,0.9688658739291651,0.9822544706928759,0.0711717461808229
available_donor,200,9,donor_expression_pca,257,158,99,0.9787750926991432,0.9871669102128646,0.06283846599391234
available_donor,200,9,kme_multiscale@scgpt,257,158,99,0.9597238204833142,0.9769921503512957,0.08701686867468462
available_donor,500,0,scgpt_mean,237,141,96,0.9739952718676123,0.9838954019608783,0.06541762988400587
