estimand,level,repeat,method,n_donors,n_sle,n_control,auc,pr_auc,brier
available_donor,500,0,donor_expression_pca,237,141,96,0.9849290780141844,0.9899201689615841,0.05581409824099173
available_donor,500,0,kme_multiscale@scgpt,237,141,96,0.9717050827423167,0.9824061261757902,0.06824052918480711
available_donor,500,1,scgpt_mean,237,141,96,0.9754728132387707,0.9841868070779395,0.06505153687093321
available_donor,500,1,donor_expression_pca,237,141,96,0.986184988179669,0.9906712577526277,0.05570035365938313
available_donor,500,1,kme_multiscale@scgpt,237,141,96,0.9776152482269503,0.9855099134644174,0.06876877724908392
available_donor,500,2,scgpt_mean,237,141,96,0.9716312056737588,0.9825427233690196,0.06900832704823583
available_donor,500,2,donor_expression_pca,237,141,96,0.9838209219858157,0.9896005889803436,0.0583083098059049
available_donor,500,2,kme_multiscale@scgpt,237,141,96,0.9653516548463357,0.9779705858004404,0.07666079662566845
available_donor,500,3,scgpt_mean,237,141,96,0.9753989361702128,0.9844957439466897,0.06613510522611588
available_donor,500,3,donor_expression_pca,237,141,96,0.9804964539007093,0.9878022341059335,0.058640211215486286
available_donor,500,3,kme_multiscale@scgpt,237,141,96,0.9791666666666667,0.9865881681170828,0.06107658152294286
available_donor,500,4,scgpt_mean,237,141,96,0.976063829787234,0.9851890645823146,0.06554935694633582
available_donor,500,4,donor_expression_pca,237,141,96,0.9808658392434988,0.9877826936151831,0.0600217127442783
available_donor,500,4,kme_multiscale@scgpt,237,141,96,0.9701536643026005,0.9823335131529926,0.07218039028872646
available_donor,500,5,scgpt_mean,237,141,96,0.9713356973995272,0.9825029228631814,0.06789452699101876
available_donor,500,5,donor_expression_pca,237,141,96,0.9794621749408983,0.9868798133086738,0.06367169557684424
available_donor,500,5,kme_multiscale@scgpt,237,141,96,0.9722960992907801,0.9832686297556856,0.06630175410612399
available_donor,500,6,scgpt_mean,237,141,96,0.9721483451536643,0.9827397073729456,0.0659970099461209
available_donor,500,6,donor_expression_pca,237,141,96,0.9838209219858156,0.9890921714410612,0.058373019609034044
available_donor,500,6,kme_multiscale@scgpt,237,141,96,0.9696365248226951,0.9809624352458144,0.0615838909898527
available_donor,500,7,scgpt_mean,237,141,96,0.9726654846335698,0.9824199447976553,0.06985681804932783
available_donor,500,7,donor_expression_pca,237,141,96,0.9851507092198581,0.9901750455167105,0.05493544084620978
available_donor,500,7,kme_multiscale@scgpt,237,141,96,0.9701536643026004,0.9805099362467075,0.07293112339483825
available_donor,500,8,scgpt_mean,237,141,96,0.9759160756501182,0.9847473414027892,0.06586343328136232
available_donor,500,8,donor_expression_pca,237,141,96,0.9841903073286052,0.989716578234044,0.05673248207128239
available_donor,500,8,kme_multiscale@scgpt,237,141,96,0.974216903073286,0.9832876150521588,0.06622614086631982
available_donor,500,9,scgpt_mean,237,141,96,0.9722222222222222,0.9833163679001191,0.06621026937685592
available_donor,500,9,donor_expression_pca,237,141,96,0.9790927895981087,0.9859859457473158,0.06359165837566129
available_donor,500,9,kme_multiscale@scgpt,237,141,96,0.9701536643026004,0.981459679297499,0.07115700513842564
