cohort	block	n_donor	n_case	n_design_feature	I_D	I_D_cv	I_D_null_mean	I_D_vs_null	p_I_D	design_auc_linear	design_auc_rf	disease_auc	observed_frozen_auc	p_standard	p_design_preserving	n_strata	degenerate	degenerate_reason	underpowered	underpowered_reason
COMBAT_CROSS	qc	111	100	4	0.5372	0.6686	0.9612	-0.4239	0.005	0.9195	0.9195	0.8938	0.7255	0.03896	0.45055	2	False		True	minority class 11 below 15
COMBAT_CROSS	demographic	111	100	2	0.9863	1.0	0.9803	0.006	0.5572	0.5023	0.4891	0.8938	0.7255	0.03896	0.45055	2	False		True	minority class 11 below 15
COMBAT_CROSS	batch	111	100	1	0.1708	0.1819	0.9901	-0.8194	0.005	0.9842	0.9838	0.8938	0.7255	0.03896	0.45055	2	False		True	minority class 11 below 15
COMBAT_CROSS	all	111	100	7	0.1432	0.1799	0.9326	-0.7895	0.005	0.9715	0.9965	0.8938	0.7255	0.03896	0.45055	2	False		True	minority class 11 below 15
