cohort	n_donor	n_design_feature	design_auc_linear	design_auc_rf	I_D	I_D_cv	I_D_null_mean	p_I_D	disease_auc	p_standard	p_design_preserving
COMBAT_CROSS	111	7	0.9715	0.9965	0.1432	0.1799	0.9326	0.005	0.8938	0.03896	0.45055
