covariate_model,feature,fold_coefficient
single_n_samples,n_samples,0.7891845589697547
single_n_libraries,n_libraries,-0.3212775739443881
single_n_libraries,n_libraries,-0.17888047103935995
single_n_libraries,n_libraries,-0.37172934992674384
single_n_libraries,n_libraries,-0.28474670792684287
single_n_libraries,n_libraries,-0.1647170698560723
single_n_suspensions,n_suspensions,1.2683145832412819
single_n_suspensions,n_suspensions,1.3785038018530895
single_n_suspensions,n_suspensions,1.3229172629562387
single_n_suspensions,n_suspensions,1.2677845037818212
single_n_suspensions,n_suspensions,1.2375907715054286
single_processing_cohort,processing_cohort,0.12359700545569072
single_processing_cohort,processing_cohort,0.10011668760343682
single_processing_cohort,processing_cohort,0.07538267599836393
single_processing_cohort,processing_cohort,0.006545500693332822
single_processing_cohort,processing_cohort,0.024259250853680234
single_sex,sex_female,-0.7999302389717374
single_sex,sex_male,0.7990640904920875
single_sex,sex_female,-0.5607655819482865
single_sex,sex_male,0.5626483779029022
single_sex,sex_female,-0.5115767732486672
single_sex,sex_male,0.5125932155691159
single_sex,sex_female,-0.7972457059491
single_sex,sex_male,0.796389202795157
single_sex,sex_female,-0.5115767732486761
single_sex,sex_male,0.5125932155691073
