cohort	block	n_donor	n_case	n_design_feature	I_D	I_D_cv	I_D_null_mean	I_D_vs_null	p_I_D	design_auc_linear	design_auc_rf	disease_auc	observed_frozen_auc	p_standard	p_design_preserving	n_strata	degenerate	degenerate_reason	underpowered	underpowered_reason
COMBAT_CROSS	qc	111	100	4	0.5372	0.6128	0.9647	-0.4274	0.005	0.9138	0.9082	0.8778	0.7255	0.04296	0.75824	2	False		True	minority class 11 below 15
COMBAT_CROSS	demographic	111	100	2	0.9863	1.0	0.9815	0.0048	0.4428	0.4834	0.5009	0.8778	0.7255	0.04296	0.75824	2	False		True	minority class 11 below 15
COMBAT_CROSS	batch	111	100	1	0.1708	0.2112	0.9904	-0.8196	0.005	0.9835	0.9835	0.8778	0.7255	0.04296	0.75824	2	False		True	minority class 11 below 15
COMBAT_CROSS	all	111	100	7	0.1432	0.2026	0.9378	-0.7946	0.005	0.9878	0.9958	0.8778	0.7255	0.04296	0.75824	2	False		True	minority class 11 below 15
