repeat	support_block	method	adjustment	n_overlap	overlap_lower	overlap_upper	roc_auc_overlap
6	acquisition_structure	PCA pseudobulk	acquisition_structure	201	0.2949513970298145	0.518470127954218	0.9791534391534391
6	acquisition_structure	PCA pseudobulk	unadjusted	201	0.2949513970298145	0.518470127954218	0.975026455026455
6	processing_cohort	Frozen Geneformer	processing_cohort	94	0.3020411045740324	0.6785820047734109	0.8886363636363636
6	processing_cohort	Frozen Geneformer	unadjusted	94	0.3020411045740324	0.6785820047734109	0.9145454545454546
6	processing_cohort	Mean-HVG pseudobulk	processing_cohort	94	0.3020411045740324	0.6785820047734109	0.8522727272727273
6	processing_cohort	Mean-HVG pseudobulk	unadjusted	94	0.3020411045740324	0.6785820047734109	0.9581818181818181
6	processing_cohort	PCA pseudobulk	processing_cohort	94	0.3020411045740324	0.6785820047734109	0.8927272727272727
6	processing_cohort	PCA pseudobulk	unadjusted	94	0.3020411045740324	0.6785820047734109	0.935
6	demographic	Frozen Geneformer	demographic	230	0.35455997286991014	0.7354440678525527	0.9634273772204808
6	demographic	Frozen Geneformer	unadjusted	230	0.35455997286991014	0.7354440678525527	0.9754039064383893
6	demographic	Mean-HVG pseudobulk	demographic	230	0.35455997286991014	0.7354440678525527	0.9800659111003938
6	demographic	Mean-HVG pseudobulk	unadjusted	230	0.35455997286991014	0.7354440678525527	0.9898721967687485
6	demographic	PCA pseudobulk	demographic	230	0.35455997286991014	0.7354440678525527	0.9706615223856604
6	demographic	PCA pseudobulk	unadjusted	230	0.35455997286991014	0.7354440678525527	0.9776545293786673
6	combined	Frozen Geneformer	combined	48	0.29982806578955334	0.5975538878828373	0.871252204585538
6	combined	Frozen Geneformer	unadjusted	48	0.29982806578955334	0.5975538878828373	0.8765432098765432
6	combined	Mean-HVG pseudobulk	combined	48	0.29982806578955334	0.5975538878828373	0.9153439153439153
6	combined	Mean-HVG pseudobulk	unadjusted	48	0.29982806578955334	0.5975538878828373	0.9647266313932981
6	combined	PCA pseudobulk	combined	48	0.29982806578955334	0.5975538878828373	0.927689594356261
6	combined	PCA pseudobulk	unadjusted	48	0.29982806578955334	0.5975538878828373	0.9276895943562611
7	cell_yield	Frozen Geneformer	cell_yield	201	0.28191417616243664	0.699422885297899	0.9374738165060745
7	cell_yield	Frozen Geneformer	unadjusted	201	0.28191417616243664	0.699422885297899	0.9600963552576456
7	cell_yield	Mean-HVG pseudobulk	cell_yield	201	0.28191417616243664	0.699422885297899	0.9680561374109761
7	cell_yield	Mean-HVG pseudobulk	unadjusted	201	0.28191417616243664	0.699422885297899	0.9865940511101802
7	cell_yield	PCA pseudobulk	cell_yield	201	0.28191417616243664	0.699422885297899	0.9631336405529953
7	cell_yield	PCA pseudobulk	unadjusted	201	0.28191417616243664	0.699422885297899	0.9660661918726434
7	qc_core	Frozen Geneformer	qc_core	170	0.2443312701241295	0.7151329296608999	0.9450549450549451
7	qc_core	Frozen Geneformer	unadjusted	170	0.2443312701241295	0.7151329296608999	0.9660592571984977
7	qc_core	Mean-HVG pseudobulk	qc_core	170	0.2443312701241295	0.7151329296608999	0.9819168173598554
7	qc_core	Mean-HVG pseudobulk	unadjusted	170	0.2443312701241295	0.7151329296608999	0.9885936847962165
7	qc_core	PCA pseudobulk	qc_core	170	0.2443312701241295	0.7151329296608999	0.9613298094310753
7	qc_core	PCA pseudobulk	unadjusted	170	0.2443312701241295	0.7151329296608999	0.9673111698428154
7	acquisition_structure	Frozen Geneformer	acquisition_structure	204	0.26417813447569527	0.5115515618442458	0.9655696202531645
7	acquisition_structure	Frozen Geneformer	unadjusted	204	0.26417813447569527	0.5115515618442458	0.9705316455696202
7	acquisition_structure	Mean-HVG pseudobulk	acquisition_structure	204	0.26417813447569527	0.5115515618442458	0.9858227848101266
7	acquisition_structure	Mean-HVG pseudobulk	unadjusted	204	0.26417813447569527	0.5115515618442458	0.9889620253164557
7	acquisition_structure	PCA pseudobulk	acquisition_structure	204	0.26417813447569527	0.5115515618442458	0.9716455696202532
7	acquisition_structure	PCA pseudobulk	unadjusted	204	0.26417813447569527	0.5115515618442458	0.9728607594936709
7	processing_cohort	Frozen Geneformer	processing_cohort	74	0.2836549061141681	0.6106791633043479	0.8747186796699175
7	processing_cohort	Frozen Geneformer	unadjusted	74	0.2836549061141681	0.6106791633043479	0.9069767441860466
7	processing_cohort	Mean-HVG pseudobulk	processing_cohort	74	0.2836549061141681	0.6106791633043479	0.8702175543885972
7	processing_cohort	Mean-HVG pseudobulk	unadjusted	74	0.2836549061141681	0.6106791633043479	0.9587396849212303
7	processing_cohort	PCA pseudobulk	processing_cohort	74	0.2836549061141681	0.6106791633043479	0.9234808702175544
7	processing_cohort	PCA pseudobulk	unadjusted	74	0.2836549061141681	0.6106791633043479	0.9279819954988747
7	demographic	Frozen Geneformer	demographic	226	0.36180736049254336	0.724029295419631	0.9567404426559356
7	demographic	Frozen Geneformer	unadjusted	226	0.36180736049254336	0.724029295419631	0.9631958417169685
7	demographic	Mean-HVG pseudobulk	demographic	226	0.36180736049254336	0.724029295419631	0.9790409121395037
7	demographic	Mean-HVG pseudobulk	unadjusted	226	0.36180736049254336	0.724029295419631	0.9866700201207244
7	demographic	PCA pseudobulk	demographic	226	0.36180736049254336	0.724029295419631	0.9686452045606976
7	demographic	PCA pseudobulk	unadjusted	226	0.36180736049254336	0.724029295419631	0.9719148222669349
7	combined	Frozen Geneformer	combined	49	0.3011417683081073	0.604175977493077	0.8929765886287625
7	combined	Frozen Geneformer	unadjusted	49	0.3011417683081073	0.604175977493077	0.9096989966555185
7	combined	Mean-HVG pseudobulk	combined	49	0.3011417683081073	0.604175977493077	0.8896321070234114
7	combined	Mean-HVG pseudobulk	unadjusted	49	0.3011417683081073	0.604175977493077	0.9866220735785953
7	combined	PCA pseudobulk	combined	49	0.3011417683081073	0.604175977493077	0.9515050167224081
7	combined	PCA pseudobulk	unadjusted	49	0.3011417683081073	0.604175977493077	0.9331103678929766
8	cell_yield	Frozen Geneformer	cell_yield	185	0.287775522352042	0.661111838385477	0.9494205697730564
8	cell_yield	Frozen Geneformer	unadjusted	185	0.287775522352042	0.661111838385477	0.9699420569773056
8	cell_yield	Mean-HVG pseudobulk	cell_yield	185	0.287775522352042	0.661111838385477	0.9771849348140995
8	cell_yield	Mean-HVG pseudobulk	unadjusted	185	0.287775522352042	0.661111838385477	0.9878078223080637
8	cell_yield	PCA pseudobulk	cell_yield	185	0.287775522352042	0.661111838385477	0.954852728150652
8	cell_yield	PCA pseudobulk	unadjusted	185	0.287775522352042	0.661111838385477	0.9692177691936263
8	qc_core	Frozen Geneformer	qc_core	152	0.24820707993978247	0.6557872035958898	0.9489177489177489
