repeat	split_seed	method	adjustment	n_donors	roc_auc	pr_auc	brier
1	20260801	PCA pseudobulk	demographic	261	0.9723781020077317	0.985286507428651	0.06428607600285764
1	20260801	Covariates only: combined	combined	261	0.9511160992642474	0.971869964164994	0.08884068768497486
1	20260801	Frozen Geneformer	combined	261	0.6830028681880533	0.8012666517885426	0.22454464623657908
1	20260801	Mean-HVG pseudobulk	combined	261	0.6109240553684998	0.7369788621029745	0.3408345746345987
1	20260801	PCA pseudobulk	combined	261	0.6839381469011099	0.8124368300196793	0.22229875100451862
2	20260802	Frozen Geneformer	unadjusted	261	0.9760568649457539	0.9849526950140725	0.0664873326596473
2	20260802	Mean-HVG pseudobulk	unadjusted	261	0.9884025439580996	0.9928995498828501	0.04307232069004556
2	20260802	PCA pseudobulk	unadjusted	261	0.9783015338570894	0.9868238824644018	0.05955838941717052
2	20260802	Covariates only: cell_yield	cell_yield	261	0.6870557426112982	0.7830975696933384	0.22315663233879007
2	20260802	Frozen Geneformer	cell_yield	261	0.921374236189051	0.9512704366238206	0.1147665893442217
2	20260802	Mean-HVG pseudobulk	cell_yield	261	0.9662676144157626	0.9789538219431433	0.0778240686956637
2	20260802	PCA pseudobulk	cell_yield	261	0.9529243047761565	0.9724870285510618	0.08643516068701756
2	20260802	Covariates only: qc_core	qc_core	261	0.7690485097892505	0.857881088351619	0.19555587562401117
2	20260802	Frozen Geneformer	qc_core	261	0.885397181693478	0.9177204974393014	0.13821777605315202
2	20260802	Mean-HVG pseudobulk	qc_core	261	0.9400798104501809	0.9604125840157667	0.0999233323840042
2	20260802	PCA pseudobulk	qc_core	261	0.9069709440079811	0.9438491312151649	0.1234468456187417
2	20260802	Covariates only: acquisition_structure	acquisition_structure	261	0.6284137673026562	0.7395528079713005	0.220720569827907
2	20260802	Frozen Geneformer	acquisition_structure	261	0.934156378600823	0.9603861865114096	0.10771170228715267
2	20260802	Mean-HVG pseudobulk	acquisition_structure	261	0.9698216735253772	0.9826481514774645	0.07008898042053423
2	20260802	PCA pseudobulk	acquisition_structure	261	0.945878538471131	0.9690820378808556	0.10142366914903624
2	20260802	Covariates only: processing_cohort	processing_cohort	261	0.9200648459907719	0.9394643962821998	0.10811094817741122
2	20260802	Frozen Geneformer	processing_cohort	261	0.7494700087292678	0.8477209919374065	0.20253786627747494
2	20260802	Mean-HVG pseudobulk	processing_cohort	261	0.7157999750592344	0.8025959195414825	0.279592395808453
