dim,mean,var,zero_frac
486,0.058229115,0.0005170895,0.0
487,-0.041365307,0.00080986536,0.0
488,0.05288021,0.0008585468,0.0
489,-0.049845677,0.000649221,0.0
490,-0.10073475,0.00032499916,0.0
491,0.036171377,0.0004544791,0.0
492,-0.14540675,0.0004295082,0.0
493,-0.1193882,0.00024288693,0.0
494,0.10181123,0.0007062822,0.0
495,-0.20733269,0.00044177315,0.0
496,-0.044093534,0.0004471542,0.0
497,-0.049449515,0.0005460561,0.0
498,-0.0052958564,0.0002120131,0.0
499,0.095490806,0.0011438444,0.0
500,-0.10432928,0.00044344287,0.0
501,-0.22922525,0.0004575342,0.0
502,-0.46000886,0.00076106226,0.0
503,-0.3000585,0.0006589902,0.0
504,-0.10704035,0.00059850625,0.0
505,0.038132295,0.0009420333,0.0
506,-0.029237477,0.0005415517,0.0
507,-0.19230598,0.0007336737,0.0
508,-0.071781434,0.00043212404,0.0
509,-0.07864075,0.00054922927,0.0
510,0.067594886,0.0010383781,0.0
511,0.015343013,0.0010973788,0.0
512,-0.019430226,0.0005629806,0.0
513,-0.16670975,0.0004063239,0.0
514,0.82604754,0.0015546305,0.0
515,-0.2717089,0.0003113682,0.0
516,0.117604166,0.00085697806,0.0
517,0.24343033,0.0017151011,0.0
518,-0.027002947,0.000418856,7.107270026510117e-06
519,0.037641965,0.0008789269,0.0
520,-0.09816646,0.00039880024,0.0
521,-0.06013709,0.0006399651,0.0
522,-0.15229757,0.0004257534,0.0
523,-0.03237487,0.0005464195,0.0
524,-0.046453014,0.00025966056,0.0
525,0.20351802,0.0004669189,0.0
526,-0.08169585,0.00074626604,0.0
527,-0.2642256,0.0018097329,0.0
528,-0.016023107,0.00058723264,0.0
529,0.08216091,0.00027764018,0.0
530,-0.041699957,0.0013536308,0.0
531,-0.068262406,0.0012997476,0.0
532,-0.031673256,0.0010433603,0.0
533,0.06561443,0.0003068359,0.0
534,-0.034558482,0.0005594314,0.0
535,0.014025339,0.0003861255,0.0
536,0.18522969,0.00053170323,0.0
537,-0.11650391,0.0011773923,0.0
538,-0.13343789,0.0005360465,0.0
539,-0.10448768,0.00062833814,0.0
540,-0.29300871,0.0006015962,0.0
541,0.14051023,0.00096459425,0.0
542,-0.055050105,0.0003093241,0.0
543,-0.08228211,0.00030720982,0.0
544,0.035550285,0.0017311217,0.0
545,-0.093818456,0.001135408,0.0
546,-0.025380028,0.00024433143,0.0
547,0.012976102,0.0011972177,0.0
548,0.28810248,0.0012349504,0.0
549,-0.20417061,0.0016719055,0.0
550,-0.073911324,0.00068492634,0.0
551,-0.11382536,0.00061821,0.0
552,-0.010855917,0.002302272,0.0
553,0.08202882,0.00066267967,0.0
554,-0.028337616,0.0005441749,0.0
555,-0.07587403,0.00075053243,0.0
556,-0.14483166,0.00080362544,0.0
557,0.040178414,0.00065117225,0.0
558,0.15639149,0.0011036827,0.0
559,1.0375608,0.0011251597,0.0
560,-0.063932456,0.0003714683,0.0
561,-0.12632543,0.0011417405,0.0
562,-0.030045172,0.00028089157,0.0
563,-0.29551774,0.00058405695,0.0
564,0.15948695,0.0003509868,0.0
565,0.057312675,0.00039096296,0.0
566,-0.04493413,0.0023129457,0.0
567,0.067190394,0.0003056533,0.0
568,-0.07453162,0.0011492431,0.0
569,-0.039767727,0.0005025367,0.0
570,-0.024364691,0.0003267991,0.0
571,-0.31672367,0.0005925968,0.0
572,0.089009054,0.0002600479,0.0
573,-0.1280544,0.00081091706,0.0
574,0.013531353,0.0021927746,0.0
575,-0.10140958,0.00087369984,0.0
576,-0.04324481,0.00031429977,0.0
577,-0.0044682166,0.0007256112,0.0
578,-0.048904367,0.0003119342,0.0
579,-0.103890456,0.00038164016,0.0
580,0.08413382,0.00035104642,0.0
581,0.016152687,0.00049167644,0.0
582,-0.2085042,0.00047805565,0.0
583,-0.03159916,0.0005946506,0.0
584,-0.05748699,0.0006523568,0.0
585,-0.1177865,0.001537292,0.0
586,-0.23061694,0.0006011593,0.0
587,-0.04767,0.00048633487,0.0
588,0.029693183,0.0012531941,0.0
589,-1.1602981,0.0006312007,0.0
590,-0.10549213,0.00032268526,0.0
591,-0.012412221,0.0014048397,0.0
592,-0.069812514,0.00058715965,0.0
593,-0.106412984,0.00036740053,0.0
594,-0.32701513,0.0014730106,0.0
595,-0.09668299,0.001307234,0.0
596,-0.0049325703,0.00045464476,0.0
597,0.093695484,0.0003286518,0.0
598,0.05418057,0.00064528995,0.0
599,-0.38628587,0.00054402987,0.0
600,-0.08533501,0.00065255753,0.0
601,-0.07073944,0.00036168913,0.0
602,-0.0723402,0.00035103463,0.0
603,0.05722451,0.00084115117,0.0
604,-0.00015304537,0.0006356639,0.0
605,-0.09882627,0.000600958,0.0
